	AASTR	ABC	ACC	ACRM	ALCLALKN	ALCLALKP	AM	AMKL	AML	AMLGATA2MECOM	AMOL	AMPCA	ARMS	ASTR	ATLL	ATRT	BL	BLCA	BLL	BLLBCRABL1	BLLBCRABL1L	BLLETV6RUNX1	BLLHYPO	BLLKMT2A	BLLTCF3PBX1	BLSC	BNNOS	BPLL	BRCA	BRCNOS	BTMOV	CCOV	CCRCC	CDS	CEAD	CEGCC	CELNOS	CESC	CHOL	CHS	CLLSLL	CMLBCRABL1	COAD	COADREAD	CSCC	DA	DCIS	DDCHS	DDLS	DLBCLNOS	DSTAD	ECAD	EHCH	EMBCA	EMCHS	EOV	EPIS	ERMS	ERT	ES	ESCA	ESCC	ESS	ETPLL	FIBS	FTCL	GB	GBAD	GBC	GCB	GCLC	GEJ	GSARC	HCC	HCCIHCH	HGSOC	HL	HNSC	HPHSC	HSTCL	IDC	IHCH	ILC	LCLC	LIHB	LIPO	LMS	LUAD	LUAS	LUCA	LUMEC	LUSC	LXSC	MACR	MBL	MBN	MCC	MCCE	MCL	MDS	MEL	MFH	MLADS	MNG	MOV	MPNST	MRC	MRT	MSTAD	MTNN	MXOV	MYCF	NBL	NKCLL	NMCHN	NSCLC	NSCLCPD	NUTCL	OCSC	ODG	OMGCT	OOVC	OPHSC	OS	PAAD	PAASC	PANET	PCM	PEL	PLBMESO	PLEMESO	PLSMESO	PNET	PRAD	PRCC	PRSCC	RBL	RCC	READ	RMS	SARCNOS	SCCO	SCLC	SKCM	SMARCA4-UT	SMZL	SNSC	SOC	SS	SSRCC	STAD	STAS	STSC	SYNS	THAP	THFO	THME	THPA	THPD	TLL	TSTAD	TT	UASC	UCCA	UCCC	UCEC	UCS	UCU	ULMS	UM	USARC	VMM	VSC	WDLS	ZFIB	ZFIBBON	ZFIBBRE	ZFIBCOL	ZFIBLUN	ZFIBLYM	ZFIBSKI	ZFIBSOF	ZFIBUPA	ZFIBURT	ZHYPP	ZIMMBR	ZIMMEKC	ZIMMEPCNS	ZIMMEPCP	ZIMMEPCRT	ZIMMLUNG	ZIMMOV
ZNF222	0.677119	0.679557	0.676273	0.675771	0.686262	0.689122	0.676314	0.672442	0.676481	0.67661	0.678673	0.679419	0.673417	0.674346	0.675439	0.676144	0.689572	0.677476	0.680115	0.686779	0.674925	0.681132	0.68466	0.674258	0.675497	0.680993	0.678372	0.674398	0.678273	0.677344	0.680101	0.678587	0.678868	0.669991	0.67691	0.672081	0.674365	0.676719	0.670135	0.67213	0.678024	0.675102	0.680564	0.685973	0.67826	0.6747	0.675528	0.671082	0.67274	0.680807	0.68131	0.674935	0.67522	0.6749	0.667894	0.675176	0.677211	0.67226	0.673996	0.673973	0.673781	0.679867	0.676674	0.672396	0.677119	0.693147	0.674951	0.675454	0.669637	0.684052	0.676951	0.679295	0.676764	0.674939	0.675449	0.678095	0.686531	0.676682	0.682035	0.669448	0.679707	0.676098	0.676527	0.675729	0.680742	0.677466	0.674394	0.6768	0.674678	0.676849	0.683059	0.677186	0.681752	0.675253	0.675321	0.693074	0.673818	0.677421	0.679063	0.67375	0.67555	0.680892	0.672902	0.677485	0.677315	0.672564	0.671813	0.678193	0.678533	0.687193	0.681626	0.676049	0.671881	0.693147	0.673981	0.676594	0.6736	0.675048	0.680167	0.676459	0.673827	0.669868	0.685061	0.675307	0.677577	0.676201	0.667902	0.678082	0.674092	0.678213	0.676703	0.675812	0.674698	0.678199	0.678876	0.674995	0.674994	0.680653	0.682085	0.673705	0.677304	0.671871	0.672668	0.676301	0.675989	0.673269	0.674481	0.676311	0.67369	0.678244	0.676753	0.677142	0.673185	0.673303	0.67922	0.676106	0.673108	0.673264	0.675137	0.676603	0.674672	0.676089	0.686153	0.685422	0.684666	0.679123	0.676284	0.675862	0.675552	0.675287	0.674044	0.671531	0.684946	0.672664	0.673264	0.677022	0.678132	0.677793	0.678726	0.676022	0.677895	0.675992	0.679505	0.671292	0.672243	0.677613	0.677327	0.675191	0.678007	0.67576	0.671543	0.676314
ZNF221	0.676287	0.682768	0.677528	0.674971	0.688618	0.688621	0.669165	0.668495	0.673499	0.657013	0.675944	0.682763	0.669133	0.67006	0.683674	0.677457	0.691891	0.676464	0.683543	0.668817	0.681889	0.681624	0.678692	0.678786	0.681948	0.684863	0.692365	0.66663	0.679099	0.673677	0.675543	0.681173	0.683676	0.674931	0.678901	0.680057	0.671186	0.679581	0.679519	0.670033	0.677371	0.67346	0.680939	0.692365	0.683179	0.664759	0.675233	0.669165	0.67423	0.684849	0.682988	0.677859	0.679824	0.679226	0.685919	0.675402	0.673493	0.669552	0.669812	0.672937	0.681241	0.679434	0.676071	0.692027	0.675964	0.693147	0.672443	0.678283	0.676727	0.687342	0.677977	0.688733	0.671799	0.672438	0.679127	0.679413	0.689403	0.681309	0.684125	0.671508	0.680054	0.678878	0.679694	0.672625	0.683222	0.681906	0.670514	0.674803	0.67757	0.667687	0.675964	0.676594	0.684329	0.679026	0.673974	0.692727	0.670159	0.678125	0.683088	0.686319	0.67162	0.684174	0.671085	0.677249	0.6716	0.669913	0.684964	0.675932	0.680194	0.690669	0.676839	0.675752	0.668531	0.693147	0.680898	0.67313	0.674831	0.671107	0.683138	0.672946	0.669236	0.673041	0.692365	0.672435	0.680097	0.67597	0.666098	0.683569	0.666751	0.681727	0.677056	0.669739	0.675848	0.6727	0.677642	0.669307	0.672556	0.682189	0.684188	0.67322	0.670033	0.671233	0.663127	0.673163	0.673169	0.688799	0.673771	0.678806	0.668477	0.690743	0.677811	0.679652	0.658272	0.676907	0.682537	0.671841	0.66413	0.670408	0.674341	0.686065	0.673651	0.686319	0.675874	0.68197	0.685339	0.674947	0.683899	0.678178	0.664249	0.67482	0.680332	0.659524	0.691398	0.68111	0.669959	0.675074	0.677736	0.674529	0.673214	0.677327	0.67603	0.673494	0.672601	0.659447	0.68389	0.671107	0.673168	0.672863	0.682148	0.68123	0.682562	0.671837
ZNF233	0.687735	0.684242	0.688707	0.683383	0.69199	0.691384	0.683554	0.680856	0.67661	0.675619	0.683349	0.680512	0.678884	0.681204	0.674339	0.669054	0.684939	0.679623	0.675671	0.677749	0.674401	0.68139	0.674414	0.677911	0.675174	0.684322	0.658743	0.672787	0.670792	0.681044	0.678706	0.680708	0.68633	0.668909	0.684734	0.677378	0.682344	0.683452	0.690868	0.690108	0.682025	0.671797	0.678849	0.686232	0.687281	0.674956	0.66847	0.677378	0.686457	0.676041	0.676429	0.675353	0.678159	0.664368	0.655726	0.676154	0.678903	0.681191	0.66413	0.675842	0.671295	0.67965	0.689045	0.675619	0.686232	0.693147	0.681583	0.672401	0.665234	0.685952	0.678395	0.679917	0.684302	0.677907	0.666714	0.675039	0.687616	0.679744	0.685585	0.686522	0.67434	0.677843	0.667626	0.675383	0.674824	0.68827	0.675525	0.674467	0.673716	0.671782	0.681204	0.676275	0.685042	0.683431	0.67913	0.690674	0.669188	0.685387	0.677906	0.680337	0.676392	0.681864	0.68058	0.680838	0.677404	0.67483	0.655662	0.676785	0.685946	0.687701	0.686522	0.681652	0.664223	0.686147	0.673233	0.675379	0.67264	0.665234	0.684415	0.675716	0.659116	0.674471	0.690108	0.680257	0.676412	0.66986	0.643274	0.669495	0.680126	0.682154	0.681047	0.679302	0.663507	0.658453	0.687326	0.655726	0.675793	0.683656	0.677844	0.679302	0.68406	0.664276	0.660424	0.678854	0.671327	0.670324	0.666604	0.676322	0.66819	0.677798	0.671839	0.681427	0.654581	0.685186	0.684656	0.676416	0.636068	0.686232	0.67235	0.670636	0.669757	0.66784	0.683099	0.683243	0.686232	0.678639	0.680111	0.682386	0.679649	0.669744	0.678318	0.677378	0.683061	0.68743	0.68406	0.683877	0.680678	0.678375	0.673712	0.685816	0.683778	0.678393	0.676657	0.665031	0.683061	0.684845	0.678716	0.668909	0.679857	0.671361	0.678318	0.67512
ZNF235	0.677266	0.679705	0.674502	0.676656	0.687222	0.692561	0.674589	0.672541	0.676931	0.670727	0.678681	0.680819	0.672127	0.675314	0.674591	0.674996	0.682187	0.679447	0.673997	0.670495	0.672346	0.672904	0.670163	0.675772	0.676644	0.680172	0.673544	0.670047	0.677808	0.67821	0.677691	0.679946	0.681247	0.670175	0.67798	0.679838	0.674824	0.678207	0.675659	0.675888	0.676713	0.676333	0.679002	0.688506	0.680273	0.669075	0.675653	0.677535	0.678414	0.675829	0.679719	0.675988	0.677755	0.678146	0.666564	0.673286	0.681248	0.672265	0.670209	0.671339	0.676888	0.67916	0.685563	0.668561	0.677266	0.692903	0.677225	0.678631	0.671229	0.684098	0.679196	0.684667	0.678128	0.673951	0.674706	0.677979	0.684711	0.675203	0.682595	0.673337	0.679236	0.679103	0.675533	0.675775	0.67655	0.684256	0.676338	0.676492	0.675762	0.675499	0.680186	0.676746	0.682415	0.676706	0.675632	0.687828	0.674267	0.685311	0.673307	0.676606	0.67534	0.680319	0.670128	0.679512	0.677191	0.672568	0.673363	0.673298	0.679177	0.6792	0.682308	0.66992	0.670671	0.681012	0.67531	0.676276	0.673544	0.67063	0.681758	0.674168	0.67531	0.672937	0.684062	0.677783	0.679343	0.675961	0.670438	0.675455	0.670495	0.680891	0.680817	0.677691	0.673759	0.67674	0.683038	0.670945	0.678283	0.679781	0.679508	0.66936	0.681026	0.668577	0.669456	0.676418	0.673885	0.674234	0.673943	0.678031	0.671543	0.68011	0.676573	0.678557	0.668429	0.671656	0.680986	0.679134	0.66567	0.673808	0.671147	0.673158	0.674312	0.675954	0.675111	0.678528	0.68421	0.675413	0.677593	0.68049	0.679488	0.678492	0.673889	0.679838	0.686927	0.679175	0.680493	0.681058	0.681373	0.678016	0.680283	0.678605	0.682034	0.678868	0.676327	0.671438	0.681192	0.678386	0.679382	0.678094	0.678152	0.679057	0.680035	0.678053
ARHGAP35	0.674958	0.675418	0.676486	0.678013	0.68192	0.677735	0.678672	0.676429	0.677765	0.67463	0.679285	0.676995	0.676673	0.674206	0.678307	0.678599	0.677416	0.67617	0.679543	0.675959	0.675041	0.677779	0.676497	0.678281	0.675556	0.677464	0.676627	0.679694	0.675417	0.675097	0.673656	0.679573	0.676049	0.672696	0.67678	0.675296	0.677107	0.676955	0.677269	0.671305	0.68206	0.677551	0.676467	0.683292	0.67853	0.675472	0.674584	0.67356	0.677131	0.678289	0.677093	0.676844	0.676932	0.680171	0.678234	0.675795	0.68013	0.676403	0.676211	0.676204	0.678919	0.675986	0.675566	0.67569	0.676466	0.683945	0.675423	0.677112	0.67515	0.681162	0.676713	0.679405	0.674803	0.674451	0.676117	0.676675	0.678811	0.676985	0.676932	0.677124	0.675938	0.677909	0.676527	0.676267	0.677161	0.682344	0.674604	0.675712	0.674919	0.676459	0.677499	0.67546	0.67657	0.675807	0.678071	0.680602	0.676332	0.677557	0.678219	0.676835	0.676739	0.67837	0.678064	0.67644	0.674716	0.676739	0.675123	0.67658	0.674166	0.677391	0.673011	0.678644	0.676193	0.678899	0.680224	0.675626	0.676039	0.676822	0.678732	0.674746	0.67602	0.676097	0.678558	0.676449	0.677488	0.676375	0.675578	0.679357	0.678841	0.675691	0.675363	0.674905	0.678861	0.675804	0.674916	0.675055	0.677125	0.676725	0.67858	0.674834	0.675737	0.676069	0.673576	0.677202	0.674224	0.681542	0.676128	0.677804	0.67624	0.673873	0.676401	0.675598	0.67277	0.676087	0.677048	0.6751	0.67348	0.676791	0.675576	0.677839	0.67485	0.685444	0.674818	0.684964	0.678395	0.676844	0.677827	0.674908	0.677925	0.678487	0.676442	0.682198	0.687592	0.676646	0.672326	0.673362	0.674667	0.675207	0.676248	0.672524	0.673713	0.673506	0.676567	0.678478	0.67812	0.677822	0.676499	0.6753	0.678535	0.675925	0.680163	0.675998
ZBTB8A	0.676115	0.685322	0.671894	0.679936	0.687752	0.686599	0.670037	0.677881	0.683166	0.673846	0.686644	0.676587	0.675746	0.673562	0.681433	0.674889	0.686063	0.675599	0.683874	0.681632	0.680399	0.684263	0.67309	0.682663	0.677108	0.678864	0.671147	0.679116	0.676299	0.67201	0.675474	0.677278	0.679202	0.674655	0.675119	0.669721	0.6912	0.674152	0.675498	0.671369	0.685216	0.68219	0.67705	0.683037	0.675726	0.672385	0.674213	0.666458	0.672805	0.687928	0.681469	0.673024	0.676613	0.671748	0.671958	0.6747	0.677582	0.675422	0.670157	0.674354	0.676846	0.676032	0.674046	0.667522	0.681725	0.692561	0.675308	0.67943	0.677029	0.685595	0.674992	0.675545	0.675349	0.677225	0.674965	0.676121	0.684887	0.67822	0.680436	0.68425	0.675058	0.677357	0.67829	0.677727	0.683356	0.680291	0.674298	0.676798	0.676446	0.677463	0.676013	0.67688	0.677372	0.673877	0.6774	0.683502	0.672732	0.67314	0.688794	0.688666	0.678413	0.675875	0.678339	0.675711	0.67663	0.675105	0.672006	0.670746	0.676696	0.684807	0.679703	0.679045	0.674187	0.692649	0.675618	0.678892	0.674898	0.67065	0.679419	0.675794	0.672887	0.67609	0.678975	0.672688	0.67835	0.675107	0.67492	0.680412	0.692739	0.676082	0.676681	0.674148	0.677129	0.67631	0.676363	0.664977	0.671667	0.677703	0.680854	0.670365	0.672641	0.670412	0.670796	0.67926	0.671172	0.685811	0.673013	0.675722	0.678334	0.677065	0.675936	0.674721	0.676351	0.673726	0.678308	0.677157	0.673067	0.677673	0.677029	0.677292	0.672984	0.682061	0.672261	0.674987	0.676534	0.674676	0.678532	0.673875	0.675794	0.680011	0.674148	0.680329	0.686312	0.672379	0.671799	0.674396	0.67545	0.675679	0.677149	0.673526	0.674813	0.673394	0.676888	0.670845	0.674743	0.674853	0.673554	0.679152	0.677571	0.675506	0.670733	0.673572
ZNF362	0.676686	0.676925	0.674055	0.676955	0.680316	0.682111	0.677548	0.671675	0.675875	0.671584	0.677588	0.67801	0.675403	0.676203	0.674165	0.677353	0.683542	0.676151	0.679425	0.672666	0.671175	0.674094	0.67266	0.674677	0.672826	0.678644	0.677013	0.679493	0.677311	0.676346	0.673319	0.678913	0.682501	0.678241	0.679887	0.672823	0.675717	0.674306	0.67788	0.678862	0.68227	0.677522	0.681017	0.682767	0.676413	0.672988	0.675171	0.674018	0.675738	0.679561	0.680815	0.676424	0.676594	0.676842	0.67234	0.673565	0.68031	0.673644	0.673413	0.67138	0.680376	0.675466	0.675085	0.671238	0.680212	0.684285	0.675758	0.680074	0.679028	0.681617	0.679609	0.67893	0.672899	0.677923	0.67513	0.675933	0.680336	0.678658	0.677572	0.678172	0.675494	0.678086	0.678298	0.677659	0.675456	0.675863	0.676678	0.67691	0.676008	0.681836	0.674747	0.678582	0.676248	0.678807	0.677067	0.683241	0.675258	0.676562	0.677672	0.675246	0.676313	0.675563	0.671424	0.680898	0.676237	0.676328	0.679018	0.674426	0.678843	0.677072	0.677945	0.67666	0.673665	0.683157	0.672567	0.677409	0.682131	0.675961	0.677089	0.675715	0.675932	0.676067	0.678672	0.67535	0.679151	0.677495	0.676594	0.683215	0.691501	0.679562	0.677477	0.681495	0.67495	0.677541	0.677882	0.669329	0.672676	0.68191	0.681074	0.673279	0.678104	0.67515	0.673042	0.675022	0.672876	0.677965	0.676556	0.676463	0.672886	0.681088	0.678808	0.673648	0.672328	0.673576	0.68021	0.679076	0.672188	0.681601	0.672516	0.673573	0.677244	0.676594	0.674702	0.674866	0.68583	0.676733	0.678116	0.675127	0.67711	0.67549	0.672849	0.676346	0.681059	0.673346	0.671005	0.675978	0.676507	0.676023	0.677848	0.674556	0.676467	0.675078	0.67995	0.678852	0.675601	0.675035	0.674417	0.678258	0.678767	0.675165	0.683913	0.675612
NR2F6	0.674949	0.679818	0.671231	0.679961	0.684123	0.678745	0.679268	0.678251	0.678339	0.67791	0.679773	0.677752	0.679321	0.676771	0.683782	0.677162	0.679507	0.675133	0.681927	0.679816	0.68098	0.681984	0.681368	0.679195	0.67996	0.676637	0.680301	0.6827	0.673768	0.674733	0.675464	0.677279	0.676989	0.670729	0.676382	0.679114	0.678493	0.67648	0.675966	0.677451	0.683015	0.678044	0.67482	0.680222	0.67663	0.669508	0.673592	0.673472	0.681347	0.679678	0.673325	0.678102	0.674852	0.678745	0.676129	0.672968	0.677379	0.67577	0.672748	0.678671	0.676026	0.675342	0.679534	0.677501	0.675327	0.687535	0.676436	0.677802	0.674731	0.683591	0.675035	0.678767	0.673417	0.674285	0.67968	0.673174	0.680237	0.676987	0.676095	0.680724	0.673178	0.675973	0.673745	0.674518	0.67245	0.679794	0.676882	0.674151	0.672242	0.667068	0.674049	0.675535	0.675161	0.67724	0.676949	0.680177	0.679877	0.675731	0.681138	0.674247	0.676778	0.674909	0.680289	0.676111	0.674292	0.68089	0.673929	0.673687	0.673095	0.683026	0.672957	0.684744	0.676782	0.685238	0.67899	0.673207	0.677478	0.679507	0.677662	0.675278	0.673916	0.681969	0.6764	0.677865	0.673994	0.676132	0.675162	0.680852	0.68373	0.67875	0.676682	0.67726	0.675958	0.673608	0.674253	0.675248	0.673269	0.677776	0.676892	0.669666	0.674285	0.674519	0.676077	0.675723	0.674724	0.683659	0.680008	0.674212	0.68185	0.676565	0.674783	0.672397	0.674245	0.676131	0.678063	0.67425	0.670875	0.679631	0.67452	0.680774	0.67365	0.675491	0.673419	0.672617	0.671201	0.674186	0.677668	0.673771	0.675168	0.678571	0.67651	0.683232	0.680945	0.677518	0.673831	0.676627	0.676912	0.676711	0.676219	0.676739	0.677065	0.677055	0.675763	0.678996	0.677379	0.676537	0.675605	0.675655	0.675277	0.679994	0.67723	0.674565
PKNOX1	0.675612	0.677384	0.677806	0.677317	0.677316	0.6746	0.676675	0.675329	0.677273	0.674666	0.678289	0.678526	0.673551	0.675431	0.676378	0.679913	0.676365	0.677479	0.677884	0.675838	0.676532	0.674989	0.67493	0.674177	0.675674	0.678558	0.678076	0.679151	0.678871	0.677607	0.678515	0.67235	0.678053	0.67311	0.679564	0.680145	0.677317	0.677791	0.679954	0.674649	0.680655	0.677916	0.677159	0.683007	0.677582	0.675658	0.678513	0.671433	0.675131	0.676683	0.680399	0.677003	0.679118	0.679231	0.676506	0.675364	0.678842	0.674258	0.676996	0.674025	0.6797	0.677619	0.676137	0.672038	0.673535	0.681346	0.674905	0.676768	0.681263	0.678442	0.677011	0.68053	0.672998	0.677843	0.681413	0.673585	0.677169	0.67652	0.678289	0.675105	0.678447	0.679753	0.679419	0.676708	0.679567	0.67842	0.675957	0.678093	0.6773	0.672855	0.679552	0.677427	0.677859	0.678949	0.677752	0.676811	0.678116	0.675684	0.677781	0.678266	0.677049	0.678171	0.675468	0.676209	0.678054	0.678711	0.677741	0.678343	0.675697	0.676589	0.677021	0.67575	0.67528	0.681703	0.680893	0.678381	0.678764	0.670617	0.678794	0.676697	0.676906	0.676667	0.677396	0.674641	0.678601	0.677549	0.677197	0.677294	0.676754	0.67624	0.677898	0.672686	0.6772	0.676107	0.673217	0.672786	0.676601	0.677662	0.679092	0.675941	0.676498	0.677529	0.673682	0.676199	0.676538	0.6794	0.677873	0.674866	0.676282	0.678423	0.678664	0.676348	0.6748	0.675398	0.676743	0.67363	0.67498	0.677978	0.676597	0.675366	0.677977	0.677396	0.673186	0.675312	0.674404	0.675376	0.677886	0.673615	0.675057	0.678764	0.678644	0.680022	0.683298	0.67579	0.67308	0.674759	0.675368	0.678301	0.674402	0.674105	0.674762	0.675809	0.674858	0.676536	0.67794	0.677901	0.672858	0.676914	0.677461	0.67805	0.677602	0.674778
AIRE	0.617572	0.612669	0.693147	0.693147	0.689471	0.690422	0.693147	0.607475	0.678605	0.693147	0.670988	0.692065	0.686294	0.686586	0.684657	0.693147	0.690223	0.691869	0.676972	0.590535	0.583026	0.68946	0.672276	0.690282	0.686524	0.693147	0.68946	0.68946	0.692113	0.688468	0.681107	0.690986	0.689457	0.686441	0.691144	0.693147	0.693147	0.691576	0.693147	0.660228	0.673917	0.668084	0.68962	0.693147	0.692261	0.693147	0.689466	0.693147	0.640469	0.688257	0.690407	0.691749	0.692395	0.660767	0.693147	0.691503	0.693147	0.670596	0.691749	0.688131	0.691325	0.691654	0.656711	0.681107	0.693147	0.58432	0.684489	0.693147	0.693147	0.688418	0.693147	0.693147	0.686497	0.68433	0.693147	0.688012	0.682658	0.688742	0.68946	0.693147	0.689985	0.692261	0.690724	0.673856	0.693147	0.670121	0.684593	0.690246	0.691503	0.693147	0.68946	0.689892	0.678626	0.693147	0.686677	0.690576	0.687453	0.683686	0.661669	0.686441	0.68752	0.68946	0.691144	0.692065	0.682271	0.691149	0.693147	0.684993	0.68946	0.658819	0.693147	0.681107	0.690236	0.687912	0.693147	0.671222	0.693147	0.693147	0.692444	0.690576	0.693147	0.693147	0.693147	0.683195	0.688092	0.693147	0.693147	0.678676	0.693147	0.692395	0.690905	0.613322	0.691749	0.6908	0.691144	0.693147	0.691144	0.661507	0.688214	0.693147	0.686441	0.693147	0.661283	0.690354	0.692261	0.689476	0.693147	0.686648	0.543638	0.693147	0.691419	0.531821	0.630691	0.673847	0.692566	0.68709	0.651714	0.693147	0.645496	0.69099	0.689481	0.576426	0.691749	0.693147	0.693147	0.689236	0.685816	0.689476	0.691144	0.691885	0.693147	0.693147	0.693147	0.685539	0.609264	0.68718	0.689471	0.656724	0.690021	0.687453	0.679192	0.691144	0.693147	0.678662	0.676327	0.686441	0.662049	0.693147	0.692261	0.693147	0.693147	0.686441
ZNF66	0.678377	0.6626	0.673895	0.679848	0.687344	0.692802	0.676589	0.671851	0.674337	0.661093	0.68324	0.68922	0.67501	0.675571	0.662987	0.680075	0.669822	0.675483	0.668579	0.656908	0.660694	0.667068	0.658592	0.669596	0.661113	0.691383	0.675632	0.670179	0.676649	0.680689	0.680129	0.683801	0.678297	0.665001	0.693147	0.693147	0.669802	0.691839	0.693147	0.676589	0.678739	0.676196	0.678708	0.688353	0.685021	0.693147	0.672568	0.676976	0.677933	0.667309	0.681789	0.687945	0.681847	0.671335	0.67795	0.67738	0.679934	0.672068	0.671849	0.669841	0.684537	0.685073	0.669848	0.661166	0.691456	0.680835	0.677131	0.681314	0.686351	0.671672	0.683463	0.693147	0.674145	0.679218	0.682832	0.679256	0.67	0.692239	0.690644	0.678997	0.672614	0.681694	0.672301	0.674107	0.668605	0.687462	0.674793	0.676145	0.67729	0.651604	0.669254	0.676119	0.680502	0.680301	0.671069	0.675233	0.682971	0.693147	0.671481	0.687481	0.683491	0.67704	0.675602	0.688388	0.67864	0.676669	0.671589	0.6735	0.682832	0.674963	0.681043	0.677454	0.669478	0.687314	0.679742	0.677348	0.682479	0.65994	0.686814	0.675244	0.673708	0.693147	0.692801	0.682778	0.682925	0.677598	0.682713	0.673294	0.668902	0.680707	0.675194	0.671326	0.669261	0.671304	0.681641	0.65768	0.658119	0.677406	0.674935	0.672353	0.676589	0.674004	0.666601	0.683285	0.668303	0.681257	0.680228	0.67469	0.664	0.677812	0.680189	0.667149	0.673517	0.682856	0.682809	0.679285	0.67213	0.693147	0.685895	0.663821	0.674201	0.670323	0.680073	0.679896	0.676898	0.672094	0.67108	0.669913	0.668575	0.680264	0.693147	0.686351	0.693147	0.676176	0.671749	0.680258	0.682935	0.680062	0.681237	0.68177	0.681518	0.677481	0.678817	0.670967	0.675919	0.682134	0.674774	0.681909	0.677653	0.688472	0.676589	0.676438
ZNF208	0.693147	0.693147	0.690534	0.666184	0.693147	0.690762	0.693147	0.652568	0.678367	0.687119	0.692779	0.693147	0.68857	0.655633	0.692826	0.693147	0.692074	0.675928	0.690418	0.692153	0.691317	0.693147	0.689852	0.693147	0.692381	0.692157	0.693147	0.627124	0.685489	0.674895	0.687119	0.692778	0.688891	0.693147	0.693147	0.693147	0.693147	0.692885	0.693147	0.608772	0.680049	0.676849	0.689684	0.693147	0.691225	0.693147	0.691984	0.619618	0.64834	0.6738	0.692415	0.690362	0.69295	0.615256	0.693147	0.691034	0.693147	0.668369	0.693147	0.659248	0.69241	0.69046	0.693147	0.693147	0.690534	0.693147	0.674631	0.692344	0.651889	0.655729	0.693147	0.693147	0.685572	0.67301	0.693147	0.675306	0.682251	0.692862	0.693147	0.693147	0.684828	0.687759	0.67597	0.660101	0.688526	0.693147	0.626755	0.680915	0.665396	0.683619	0.692153	0.681084	0.692002	0.693147	0.658102	0.693147	0.675179	0.693147	0.681132	0.58519	0.661218	0.65488	0.693147	0.693147	0.683033	0.650888	0.693147	0.692294	0.68417	0.691607	0.692153	0.692153	0.666149	0.693147	0.692153	0.650659	0.693147	0.692153	0.690394	0.685218	0.693147	0.693147	0.693147	0.691385	0.692575	0.68012	0.693147	0.662367	0.576966	0.685816	0.656182	0.690534	0.675601	0.658551	0.691317	0.689091	0.691724	0.682493	0.681893	0.693147	0.690534	0.693147	0.672714	0.670904	0.685433	0.688846	0.660203	0.651225	0.678628	0.678957	0.689938	0.685897	0.692614	0.692711	0.656699	0.671954	0.605645	0.693147	0.625183	0.692256	0.678991	0.61022	0.690362	0.693147	0.693147	0.690576	0.66882	0.674523	0.693147	0.672702	0.693147	0.593406	0.693147	0.650628	0.680038	0.6829	0.683408	0.672147	0.689977	0.689579	0.684886	0.691317	0.6865	0.651282	0.693147	0.692153	0.690941	0.692153	0.670611	0.693147	0.690534	0.692153
ZNF761	0.676894	0.673292	0.677448	0.679346	0.688497	0.690897	0.674163	0.672374	0.676277	0.673244	0.677489	0.682688	0.676866	0.675348	0.676335	0.67718	0.675189	0.675939	0.675535	0.673145	0.67487	0.674759	0.674264	0.676311	0.67489	0.677001	0.677095	0.677735	0.675892	0.6774	0.675702	0.679313	0.677543	0.675882	0.677158	0.677678	0.676002	0.676133	0.677295	0.674426	0.678302	0.675592	0.676237	0.679179	0.677556	0.675064	0.675454	0.677348	0.676676	0.674784	0.676359	0.676347	0.676835	0.678487	0.678113	0.676841	0.674211	0.675972	0.675593	0.676166	0.677941	0.677343	0.675336	0.673094	0.679623	0.685837	0.677045	0.681931	0.673991	0.678314	0.677561	0.675278	0.676519	0.678202	0.675748	0.678163	0.685039	0.679043	0.677685	0.674098	0.676723	0.677558	0.676074	0.676103	0.672718	0.679783	0.676497	0.675818	0.67682	0.672062	0.674593	0.676473	0.674767	0.676191	0.679404	0.679773	0.677132	0.67532	0.676005	0.677718	0.67775	0.681362	0.674901	0.678182	0.675763	0.679715	0.67538	0.676066	0.677205	0.679391	0.677833	0.6755	0.678542	0.678391	0.678444	0.674636	0.677088	0.671565	0.680613	0.677433	0.674978	0.672844	0.680885	0.678261	0.677401	0.675445	0.677622	0.676083	0.674119	0.674807	0.675889	0.674322	0.677356	0.671292	0.676634	0.675876	0.679377	0.678527	0.67745	0.675294	0.678408	0.674995	0.674889	0.67777	0.676063	0.673416	0.678148	0.676854	0.675369	0.672263	0.677237	0.682596	0.675664	0.677765	0.680574	0.67752	0.676081	0.67795	0.679402	0.676433	0.674183	0.675445	0.673157	0.672634	0.679947	0.675593	0.67803	0.675423	0.676115	0.679189	0.675651	0.681833	0.680941	0.678252	0.676388	0.678764	0.678483	0.678156	0.679517	0.678296	0.678783	0.676653	0.678079	0.674838	0.674928	0.674998	0.676658	0.678835	0.676055	0.680523	0.669647	0.676686
