	Adrenal Gland	Ampulla of Vater	Biliary Tract	Bladder/Urinary Tract	Bone	Bowel	Breast	CNS/Brain	Cervix	Esophagus/Stomach	Eye	Fibroblast	Head and Neck	Kidney	Liver	Lung	Lymphoid	Myeloid	Ovary/Fallopian Tube	Pancreas	Peripheral Nervous System	Pleura	Prostate	Skin	Soft Tissue	Testis	Thyroid	Uterus	Vulva/Vagina
ATOH1	0.693147	0.693147	0.662802	0.664815	0.654894	0.293103	0.674279	0.675319	0.679625	0.55652	0.68374	0.691544	0.67916	0.682415	0.651704	0.528216	0.653253	0.636562	0.635811	0.632985	0.644335	0.677409	0.501541	0.676539	0.663716	0.520422	0.674642	0.651666	0.693147
ZNF131	0.617543	0.625003	0.617848	0.614997	0.612891	0.617596	0.615782	0.616163	0.608374	0.616586	0.620594	0.621466	0.61788	0.620329	0.619693	0.612517	0.615796	0.613943	0.617651	0.618001	0.617127	0.613224	0.616929	0.61921	0.617321	0.616351	0.619257	0.617066	0.63324
HINFP	0.617288	0.617197	0.623538	0.617473	0.613961	0.612796	0.617608	0.61438	0.624582	0.615986	0.626737	0.62203	0.624766	0.618904	0.616686	0.610345	0.609609	0.608186	0.615921	0.614112	0.612811	0.62103	0.609234	0.624185	0.616615	0.606825	0.61561	0.613163	0.652564
ARNT2	0.574375	0.656575	0.633153	0.639385	0.629099	0.647524	0.628432	0.587519	0.611985	0.651095	0.587302	0.574772	0.649628	0.608016	0.618919	0.606426	0.675744	0.679576	0.617833	0.643539	0.570603	0.571001	0.638251	0.563448	0.619804	0.644095	0.619923	0.626326	0.604184
ZNF24	0.598031	0.619295	0.618977	0.616505	0.612492	0.621781	0.617315	0.616307	0.622748	0.620119	0.610166	0.622045	0.627397	0.621203	0.619749	0.614051	0.611742	0.614236	0.619515	0.623366	0.610069	0.617538	0.61284	0.609443	0.616659	0.623581	0.618597	0.620518	0.635912
HSFY1	0.693147	0.693147	0.674574	0.323723	0.618847	0.519993	0.693147	0.638692	0.693147	0.635344	0.693147	0.637003	0.558367	0.530818	0.639724	0.584266	0.632423	0.518848	0.693147	0.674817	0.693147	0.629704	0.665834	0.680368	0.665413	0.693147	0.693147	0.638275	0.693147
PURG	0.543163	0.685293	0.675407	0.658435	0.506849	0.675202	0.666827	0.583935	0.648862	0.668431	0.620482	0.642149	0.68269	0.625919	0.599239	0.600392	0.631477	0.642386	0.600196	0.683482	0.436172	0.66382	0.680902	0.657612	0.572761	0.553997	0.643452	0.620205	0.69046
ZNF596	0.591592	0.637887	0.635384	0.625549	0.598015	0.618137	0.621718	0.604035	0.631676	0.618096	0.619788	0.605725	0.634565	0.60195	0.625374	0.613015	0.611127	0.610056	0.625021	0.629071	0.594045	0.622229	0.613028	0.621916	0.606365	0.623506	0.618993	0.603011	0.66426
HOXC5	0.693147	0.645369	0.653548	0.626936	0.617462	0.630836	0.578919	0.602389	0.619344	0.599491	0.630073	0.539589	0.620898	0.635064	0.632482	0.608634	0.643922	0.68499	0.614093	0.613313	0.539242	0.615887	0.643796	0.566079	0.624611	0.693147	0.556128	0.627228	0.66459
OVOL1	0.687495	0.564523	0.576844	0.551056	0.68719	0.512573	0.543178	0.686952	0.580687	0.540733	0.687925	0.690189	0.539181	0.68774	0.66249	0.603146	0.679333	0.671702	0.619827	0.5538	0.69103	0.690448	0.537864	0.670436	0.686773	0.638233	0.686319	0.601171	0.680404
RARG	0.627744	0.608563	0.612708	0.607611	0.611015	0.616012	0.610072	0.614331	0.610347	0.612639	0.620535	0.601145	0.607003	0.618758	0.624931	0.619425	0.64504	0.649818	0.61554	0.605253	0.624251	0.618097	0.614786	0.608139	0.619952	0.644182	0.612095	0.623756	0.614838
SP3	0.61276	0.613269	0.616731	0.616862	0.613822	0.616215	0.618476	0.615506	0.614245	0.617962	0.619576	0.620527	0.623173	0.617175	0.615622	0.613128	0.617078	0.619528	0.617219	0.616547	0.61601	0.611718	0.619083	0.617727	0.614819	0.617481	0.620094	0.618575	0.639899
ZNF621	0.619666	0.623805	0.621817	0.617513	0.615755	0.615213	0.619079	0.610346	0.623862	0.619241	0.622546	0.612797	0.629974	0.614852	0.619216	0.614759	0.620027	0.612346	0.616483	0.616882	0.610425	0.614505	0.608861	0.613814	0.617406	0.620267	0.616743	0.613594	0.629077
RELA	0.613212	0.612869	0.617379	0.613951	0.617075	0.61834	0.61624	0.615071	0.61965	0.615477	0.622814	0.612865	0.615574	0.616317	0.614267	0.613572	0.61562	0.618287	0.615694	0.61519	0.618439	0.615591	0.61482	0.616966	0.617423	0.638879	0.611871	0.617117	0.641613
ZNF680	0.584409	0.632422	0.625086	0.616957	0.616052	0.616832	0.614222	0.614702	0.623411	0.621992	0.621788	0.636639	0.634172	0.61739	0.62039	0.608266	0.614653	0.615216	0.617976	0.620821	0.615575	0.616165	0.605831	0.623123	0.617125	0.585974	0.627315	0.612799	0.641688
BNC2	0.578965	0.626841	0.631043	0.629908	0.592025	0.681547	0.655479	0.581889	0.646555	0.66553	0.569446	0.563863	0.660324	0.597951	0.609809	0.630843	0.667962	0.667905	0.605958	0.658292	0.604267	0.576212	0.675057	0.574288	0.588971	0.626392	0.596453	0.617816	0.616877
KDM2A	0.620131	0.613248	0.620737	0.611674	0.616745	0.617568	0.612092	0.619076	0.615928	0.612437	0.628971	0.618503	0.613475	0.62203	0.612135	0.612133	0.614007	0.617267	0.61655	0.614479	0.620839	0.620093	0.612502	0.622609	0.619952	0.622719	0.617407	0.616802	0.628451
ESRRA	0.617017	0.611639	0.614238	0.611198	0.622676	0.60783	0.613259	0.620188	0.616991	0.609991	0.625652	0.622699	0.612289	0.620139	0.61426	0.612669	0.617583	0.615942	0.617283	0.610295	0.625653	0.626202	0.607788	0.617064	0.623272	0.629337	0.619545	0.615168	0.63415
DMRT2	0.652286	0.6138	0.632665	0.599849	0.6276	0.576292	0.645827	0.629344	0.662403	0.598908	0.640737	0.668608	0.55789	0.647432	0.628912	0.581517	0.615235	0.670528	0.628988	0.64572	0.676443	0.662525	0.669449	0.540924	0.531874	0.603468	0.647438	0.638406	0.534806
ZNF483	0.616737	0.629806	0.636422	0.62479	0.600697	0.643165	0.626389	0.608539	0.614082	0.623619	0.636157	0.64128	0.631645	0.626222	0.642666	0.583575	0.674473	0.671871	0.611565	0.631706	0.578609	0.617925	0.584083	0.641789	0.610936	0.481697	0.607065	0.618804	0.683766
ZNF449	0.592076	0.628189	0.621121	0.618703	0.607414	0.62769	0.620306	0.606458	0.631672	0.625762	0.611684	0.599159	0.630943	0.610259	0.619253	0.61332	0.63798	0.631785	0.619027	0.625175	0.621038	0.614113	0.612253	0.613847	0.609193	0.60072	0.612622	0.619425	0.636368
ZBTB21	0.60925	0.62795	0.623426	0.616078	0.610587	0.621898	0.611866	0.609051	0.61779	0.618578	0.616803	0.61408	0.629295	0.619645	0.621105	0.611568	0.611569	0.622772	0.622881	0.628217	0.612953	0.611197	0.611934	0.611297	0.614208	0.607082	0.616925	0.616707	0.647133
INSM1	0.688022	0.689169	0.686119	0.680999	0.613543	0.609598	0.6142	0.646937	0.613884	0.622303	0.56552	0.685323	0.674467	0.686276	0.686216	0.429621	0.617684	0.657698	0.660541	0.65861	0.407651	0.672371	0.585673	0.65658	0.621538	0.573474	0.608261	0.652201	0.683946
THAP2	0.600828	0.627961	0.616227	0.613586	0.60886	0.613579	0.622656	0.617943	0.617968	0.617593	0.628201	0.617488	0.616113	0.619468	0.618264	0.612319	0.611082	0.623979	0.617623	0.61566	0.604803	0.61727	0.612304	0.628692	0.615017	0.629888	0.615286	0.619127	0.632889
ZNF417	0.613901	0.626244	0.624443	0.614612	0.613909	0.623503	0.615148	0.61137	0.631526	0.618017	0.627695	0.615902	0.632559	0.616378	0.608572	0.604079	0.611085	0.608892	0.616706	0.618285	0.601267	0.618239	0.613666	0.620001	0.6164	0.618592	0.619014	0.611766	0.642442
HES3	0.693147	0.693147	0.686634	0.686483	0.685199	0.677016	0.678057	0.688497	0.663847	0.680751	0.680896	0.68966	0.689722	0.693147	0.693147	0.6181	0.677798	0.677916	0.600982	0.676397	0.675692	0.693147	0.666478	0.684947	0.680808	0.067103	0.645787	0.665118	0.693147
STAT5B	0.616316	0.616601	0.622208	0.616165	0.618452	0.618943	0.623617	0.613122	0.619984	0.617824	0.622692	0.617182	0.623515	0.620146	0.613461	0.6128	0.602636	0.59549	0.619279	0.621472	0.608956	0.616395	0.62428	0.616578	0.616719	0.629081	0.613672	0.618201	0.637137
TIGD3	0.593356	0.618722	0.624916	0.601706	0.614264	0.604241	0.590445	0.638953	0.605752	0.60156	0.628298	0.668858	0.629807	0.644725	0.610542	0.576792	0.594157	0.624787	0.614731	0.611138	0.58985	0.642397	0.584802	0.64512	0.62825	0.653846	0.635685	0.60061	0.673518
ZNF791	0.613902	0.619998	0.619018	0.616195	0.615166	0.617123	0.61707	0.612943	0.620547	0.617789	0.620323	0.617741	0.625353	0.61881	0.618553	0.61297	0.616455	0.619745	0.618137	0.619415	0.610979	0.610343	0.612649	0.615381	0.615063	0.616417	0.618792	0.611866	0.64273
CBX2	0.614013	0.632421	0.634197	0.617195	0.593644	0.612634	0.597608	0.611574	0.618128	0.616938	0.624405	0.667096	0.640609	0.62869	0.599737	0.600259	0.604831	0.607433	0.621032	0.637813	0.577329	0.630731	0.621801	0.61528	0.607017	0.600975	0.634142	0.608876	0.658019
HOXB2	0.644792	0.574454	0.627172	0.607547	0.599539	0.637356	0.612031	0.605934	0.615069	0.634654	0.679505	0.575508	0.661544	0.574985	0.63801	0.618178	0.664904	0.61008	0.587096	0.600222	0.640375	0.587109	0.640218	0.591832	0.588797	0.666732	0.624118	0.614658	0.647027
RAX2	0.658976	0.693147	0.690365	0.680721	0.681776	0.670707	0.67933	0.586512	0.675653	0.67184	0.15856	0.687126	0.67952	0.685942	0.680413	0.658611	0.663545	0.673968	0.660065	0.683381	0.680369	0.693147	0.693147	0.687297	0.685451	0.557404	0.654229	0.485472	0.693147
MGA	0.603327	0.626282	0.627506	0.616326	0.609508	0.620106	0.620014	0.617781	0.605021	0.619882	0.637107	0.623142	0.625738	0.62508	0.615009	0.607321	0.612011	0.605691	0.615678	0.619584	0.605614	0.623769	0.606119	0.620962	0.611934	0.613697	0.621782	0.612182	0.647744
ZNF80	0.693147	0.693147	0.662518	0.65752	0.632175	0.64756	0.661009	0.604445	0.680628	0.667935	0.686866	0.664751	0.663633	0.657382	0.603723	0.628925	0.331533	0.605865	0.656237	0.665565	0.649729	0.666398	0.68067	0.676681	0.659212	0.677105	0.340743	0.63896	0.693147
EVX2	0.594803	0.693147	0.690915	0.66458	0.356473	0.631574	0.662738	0.554207	0.654507	0.630687	0.560828	0.678563	0.677673	0.645455	0.678617	0.57096	0.679564	0.668189	0.672395	0.674188	0.440569	0.665964	0.663617	0.632135	0.598356	0.665532	0.658192	0.663365	0.693147
ZBTB4	0.624055	0.62029	0.616137	0.61459	0.614858	0.625013	0.614456	0.607868	0.616488	0.619272	0.613612	0.594159	0.613081	0.614027	0.616232	0.617184	0.633848	0.631433	0.616622	0.621258	0.62558	0.610146	0.613095	0.615211	0.616721	0.637663	0.608703	0.615588	0.626815
ZHX3	0.632865	0.627237	0.629427	0.616072	0.609611	0.626012	0.61809	0.601345	0.628814	0.625368	0.61809	0.585033	0.627561	0.611169	0.615831	0.611658	0.627571	0.621979	0.613061	0.631291	0.61223	0.606642	0.614787	0.607811	0.608322	0.656347	0.588447	0.611027	0.639701
GLIS1	0.693147	0.691633	0.648779	0.637345	0.528479	0.678559	0.65073	0.516574	0.660772	0.669349	0.56003	0.540934	0.640262	0.526959	0.57698	0.644224	0.66086	0.677815	0.632399	0.684667	0.607125	0.654664	0.672653	0.632861	0.529149	0.63137	0.565545	0.637401	0.688022
GTF2IRD2B	0.649445	0.612093	0.617934	0.611708	0.615029	0.614527	0.610635	0.607989	0.6208	0.614718	0.619231	0.610862	0.626845	0.608103	0.615627	0.609142	0.609551	0.614328	0.618283	0.611527	0.611306	0.62027	0.619042	0.610143	0.623726	0.643394	0.617457	0.617407	0.634863
SNAPC5	0.601909	0.614067	0.615412	0.617577	0.618814	0.619408	0.61784	0.618409	0.612466	0.620115	0.618698	0.620775	0.621384	0.619583	0.615764	0.613552	0.618218	0.621145	0.617517	0.617509	0.619115	0.612832	0.618633	0.613327	0.623434	0.62196	0.617683	0.618749	0.624426
NPAS4	0.637781	0.693147	0.666221	0.657542	0.535759	0.685962	0.646549	0.576758	0.589866	0.662331	0.59841	0.541175	0.670589	0.647795	0.611975	0.556004	0.63394	0.651509	0.660913	0.68472	0.549594	0.659169	0.601862	0.668944	0.641796	0.487998	0.631418	0.57454	0.693147
ZNF497	0.60774	0.646899	0.636382	0.61459	0.605283	0.613948	0.585246	0.604843	0.624278	0.613077	0.638609	0.620845	0.637062	0.621571	0.624558	0.590984	0.597314	0.598051	0.609715	0.628754	0.593536	0.629369	0.597793	0.637587	0.615014	0.659361	0.614296	0.598383	0.67482
ZNF266	0.605094	0.627923	0.626375	0.621588	0.613197	0.620618	0.620293	0.616594	0.61865	0.620296	0.619411	0.624286	0.622269	0.625639	0.623055	0.616198	0.60524	0.602051	0.618698	0.621342	0.611253	0.618737	0.606534	0.616533	0.612778	0.614965	0.619752	0.61688	0.625854
NR1D2	0.639532	0.609924	0.612792	0.609971	0.618384	0.617209	0.617676	0.609549	0.615394	0.612937	0.610944	0.605796	0.624092	0.626656	0.618746	0.613022	0.632301	0.639022	0.620861	0.614194	0.606195	0.605085	0.617586	0.612601	0.620448	0.619897	0.611587	0.619446	0.632994
THAP6	0.617972	0.617567	0.618034	0.619339	0.612545	0.617482	0.616732	0.613799	0.620943	0.616337	0.614948	0.614866	0.626174	0.616342	0.623042	0.610677	0.614147	0.615234	0.618879	0.616934	0.612334	0.618794	0.611148	0.613654	0.615374	0.627441	0.616299	0.617872	0.636087
ZIC4	0.36331	0.690994	0.646866	0.674855	0.579528	0.673321	0.593638	0.540397	0.692873	0.641809	0.656199	0.618623	0.654236	0.644707	0.584639	0.610146	0.67875	0.672846	0.598314	0.685046	0.617873	0.637319	0.690089	0.600151	0.563024	0.666251	0.622366	0.630676	0.690985
ZNF654	0.626173	0.614956	0.621326	0.614932	0.602254	0.623058	0.618496	0.606534	0.623844	0.621819	0.612806	0.608934	0.629445	0.622163	0.623286	0.617744	0.608302	0.610025	0.622317	0.616869	0.618957	0.608833	0.613214	0.597107	0.611862	0.639815	0.617872	0.622447	0.639988
DDIT3	0.601598	0.619049	0.611188	0.623823	0.620505	0.62285	0.62457	0.619715	0.618728	0.618287	0.611581	0.621705	0.620319	0.619847	0.62348	0.621404	0.619507	0.622066	0.620887	0.618135	0.623229	0.611424	0.614213	0.615043	0.620141	0.597861	0.617514	0.618804	0.614206
ZNF408	0.620867	0.619991	0.620769	0.61611	0.616922	0.614189	0.614089	0.615826	0.621985	0.612267	0.622972	0.616078	0.618381	0.616256	0.609689	0.612491	0.615183	0.612726	0.617464	0.614123	0.615499	0.618688	0.616556	0.616514	0.617808	0.618226	0.6172	0.615833	0.647292
CENPS	0.610655	0.61852	0.619149	0.614774	0.610941	0.617918	0.616049	0.614277	0.613121	0.615884	0.618929	0.617585	0.621134	0.620631	0.616496	0.612188	0.618478	0.619102	0.617189	0.618889	0.622243	0.617741	0.614874	0.614768	0.618133	0.62315	0.61511	0.616671	0.636
ZNF519	0.614168	0.631699	0.628605	0.618293	0.601988	0.616599	0.618482	0.613322	0.619795	0.618892	0.632227	0.640167	0.63224	0.617484	0.612374	0.603952	0.59717	0.605886	0.614227	0.622343	0.598629	0.621815	0.618941	0.622125	0.611107	0.600949	0.62059	0.610039	0.656442
PROP1	0.693147	0.693147	0.625914	0.648956	0.625163	0.625044	0.519949	0.638476	0.663175	0.648094	0.609057	0.636441	0.668883	0.66928	0.656457	0.527239	0.649206	0.64506	0.653476	0.668136	0.686372	0.630246	0.625373	0.426452	0.588354	0.693147	0.466958	0.640996	0.693147
ISX	0.693147	0.67836	0.585206	0.593823	0.677466	0.287997	0.666566	0.683691	0.688142	0.575803	0.689772	0.689679	0.68168	0.682572	0.475215	0.63113	0.616389	0.669895	0.622973	0.638241	0.676969	0.687759	0.523343	0.679433	0.687517	0.688339	0.632606	0.661389	0.686315
SMAD2	0.601411	0.614753	0.618083	0.615552	0.615152	0.619296	0.618318	0.613616	0.615908	0.618672	0.616966	0.612395	0.625609	0.619049	0.619386	0.612316	0.613658	0.616321	0.617311	0.623089	0.618616	0.613557	0.618585	0.615318	0.618585	0.627498	0.613382	0.616652	0.64317
ZNF25	0.595848	0.622575	0.625561	0.63231	0.594039	0.641158	0.625643	0.607983	0.629467	0.638269	0.599129	0.579378	0.647339	0.605815	0.630227	0.622588	0.628867	0.610959	0.620686	0.635991	0.5948	0.595329	0.621057	0.614851	0.600886	0.648643	0.614382	0.625011	0.620967
DRAP1	0.615325	0.618359	0.617785	0.614931	0.617829	0.621724	0.618114	0.613665	0.620879	0.620001	0.6214	0.606896	0.615684	0.615365	0.615961	0.616243	0.621445	0.620241	0.61703	0.615619	0.622789	0.614157	0.616971	0.616289	0.616965	0.624753	0.610118	0.618719	0.62489
FOSL1	0.63168	0.598106	0.604247	0.601699	0.639783	0.616917	0.640009	0.602752	0.628817	0.613779	0.630499	0.59195	0.610499	0.601613	0.616368	0.621946	0.667725	0.636815	0.616497	0.598016	0.6515	0.597156	0.628015	0.599143	0.616057	0.645952	0.590645	0.616062	0.620587
ZNF77	0.605633	0.639562	0.624853	0.61574	0.609531	0.613754	0.614445	0.617531	0.616599	0.618107	0.610412	0.634601	0.628438	0.624724	0.622811	0.610356	0.626808	0.610102	0.619038	0.624313	0.597893	0.623325	0.610127	0.616228	0.606906	0.605075	0.6217	0.610603	0.636529
MLXIP	0.628712	0.612813	0.624749	0.613179	0.620481	0.609482	0.619815	0.621544	0.624318	0.616689	0.627733	0.616875	0.623533	0.612666	0.612389	0.611042	0.61763	0.609975	0.617952	0.619068	0.609569	0.614859	0.613506	0.612659	0.618432	0.627686	0.611182	0.61494	0.628111
NR2F1	0.528738	0.621089	0.60504	0.61286	0.611509	0.627766	0.639694	0.572345	0.622548	0.62986	0.605065	0.579744	0.652	0.626427	0.590143	0.599363	0.66616	0.659136	0.627073	0.608569	0.602857	0.602731	0.642241	0.629938	0.599403	0.686376	0.621507	0.630695	0.684037
ZNF169	0.624844	0.633628	0.630941	0.615532	0.61068	0.602483	0.615689	0.613591	0.627335	0.611987	0.635559	0.636095	0.620681	0.610763	0.614206	0.60765	0.597538	0.59047	0.617411	0.61573	0.600923	0.615573	0.607098	0.623161	0.616087	0.629917	0.623798	0.613603	0.659069
ETV4	0.597287	0.610503	0.612126	0.612366	0.654643	0.593974	0.625337	0.626236	0.635117	0.608094	0.628981	0.643735	0.627673	0.642548	0.606556	0.618076	0.648814	0.627272	0.610686	0.603965	0.621533	0.630024	0.626596	0.592474	0.610659	0.589818	0.605956	0.607191	0.610388
HOXD8	0.552769	0.688171	0.682972	0.600643	0.558314	0.644697	0.635354	0.630269	0.590919	0.652086	0.624855	0.593884	0.61696	0.582315	0.648198	0.613197	0.678788	0.67916	0.600127	0.684739	0.548487	0.61652	0.601801	0.569396	0.590883	0.68449	0.650363	0.611427	0.604845
ASCL3	0.621136	0.644556	0.668561	0.621297	0.596154	0.620957	0.602285	0.61575	0.657602	0.612703	0.681409	0.64849	0.638045	0.612206	0.579039	0.57207	0.601631	0.574651	0.611554	0.647282	0.603245	0.631218	0.609124	0.653412	0.627091	0.578338	0.613519	0.586045	0.636127
ZNF613	0.613319	0.638238	0.619301	0.616522	0.615371	0.625681	0.606972	0.611329	0.620239	0.627822	0.610943	0.618045	0.638209	0.623179	0.615048	0.612521	0.625559	0.615089	0.618739	0.620595	0.612288	0.609498	0.592012	0.621984	0.61167	0.609376	0.622567	0.611498	0.631629
ZNF683	0.693147	0.693147	0.634075	0.643746	0.674558	0.677968	0.636948	0.662436	0.654818	0.631173	0.68825	0.665879	0.660473	0.659762	0.646119	0.65059	0.379842	0.236896	0.679671	0.644799	0.662358	0.673416	0.675574	0.66771	0.674104	0.693147	0.671902	0.65581	0.693147
HSF5	0.596235	0.636571	0.670975	0.667422	0.617506	0.618758	0.639614	0.64525	0.656075	0.609194	0.663743	0.660089	0.66631	0.67633	0.640759	0.623591	0.305653	0.547777	0.669957	0.663753	0.640191	0.672747	0.571304	0.647581	0.647585	0.652241	0.682994	0.581813	0.693147
FOXG1	0.686122	0.693147	0.666546	0.635382	0.668968	0.662607	0.652878	0.397836	0.690528	0.63304	0.677245	0.639755	0.628052	0.666521	0.589113	0.529879	0.672439	0.649724	0.557927	0.685532	0.615612	0.621755	0.657594	0.647676	0.577166	0.616103	0.629112	0.56088	0.571376
MYPOP	0.602858	0.621713	0.625683	0.616152	0.613495	0.620092	0.612534	0.608472	0.617513	0.616204	0.63088	0.609067	0.628109	0.61735	0.603834	0.606707	0.607596	0.605153	0.614562	0.619975	0.618605	0.62597	0.621624	0.618029	0.622129	0.643743	0.609135	0.614299	0.644988
ZNF404	0.580873	0.669569	0.613518	0.619275	0.60208	0.652385	0.619047	0.604069	0.655945	0.630819	0.615795	0.591756	0.643056	0.628218	0.618649	0.61274	0.649609	0.634929	0.615213	0.617503	0.60373	0.598386	0.597282	0.622079	0.601269	0.594578	0.599053	0.649578	0.601916
ZNF135	0.531169	0.693147	0.669674	0.651024	0.549413	0.681061	0.571169	0.606385	0.691268	0.678882	0.63748	0.520123	0.683327	0.65311	0.630692	0.575855	0.652333	0.653587	0.611156	0.66852	0.597392	0.603789	0.593854	0.65442	0.58951	0.543401	0.597494	0.625457	0.680412
FOXR1	0.693147	0.693147	0.650931	0.571539	0.363382	0.664152	0.639084	0.664496	0.676265	0.607366	0.690795	0.66973	0.646771	0.676228	0.679624	0.601346	0.636115	0.655883	0.636789	0.659035	0.665579	0.670512	0.639537	0.676109	0.671899	0.340752	0.640589	0.631494	0.693147
ZSCAN2	0.615306	0.619955	0.616849	0.612929	0.609729	0.620483	0.621222	0.615543	0.623446	0.620521	0.623223	0.627826	0.631553	0.620454	0.603474	0.613341	0.610553	0.614463	0.616819	0.625026	0.592716	0.624538	0.625861	0.61903	0.614151	0.617177	0.610237	0.611142	0.636463
DMRTA1	0.660808	0.534793	0.593342	0.642123	0.637778	0.675008	0.631324	0.618586	0.59308	0.626634	0.565716	0.663504	0.643872	0.589701	0.585274	0.588598	0.66003	0.676816	0.623646	0.595497	0.642031	0.621981	0.644988	0.610385	0.633266	0.578771	0.583122	0.634697	0.636553
KCMF1	0.611778	0.615622	0.617712	0.615579	0.617341	0.616912	0.616646	0.616441	0.61952	0.616017	0.623295	0.613447	0.619414	0.614896	0.615412	0.613277	0.619271	0.622567	0.615199	0.616265	0.622418	0.610284	0.618133	0.61701	0.619941	0.616786	0.615635	0.615134	0.638915
ZNF575	0.577688	0.623729	0.623983	0.628507	0.592861	0.60271	0.621372	0.599557	0.621653	0.618987	0.62751	0.568264	0.64054	0.625225	0.623956	0.603803	0.597236	0.60025	0.620259	0.633047	0.628583	0.631246	0.630492	0.606279	0.624086	0.670243	0.618893	0.622413	0.655745
USF3	0.61672	0.616559	0.614836	0.61256	0.617502	0.607219	0.614184	0.616862	0.618716	0.612738	0.62295	0.62376	0.62029	0.627252	0.620973	0.612421	0.612666	0.613049	0.617434	0.613419	0.618586	0.616261	0.611542	0.614111	0.6197	0.631673	0.616207	0.618881	0.632271
FOXL1	0.690945	0.544848	0.581326	0.580464	0.633405	0.630862	0.651563	0.59397	0.638016	0.602315	0.647486	0.518104	0.617738	0.600107	0.606234	0.635791	0.669742	0.68315	0.625149	0.530432	0.665072	0.643951	0.634747	0.663591	0.600322	0.65472	0.590238	0.636203	0.671934
TGIF2LY	0.693147	0.693147	0.608644	0.559218	0.61831	0.679523	0.682068	0.577728	0.693147	0.626314	0.693147	0.673822	0.647033	0.686871	0.382585	0.535328	0.580482	0.575321	0.688733	0.693147	0.544832	0.620774	0.693147	0.476284	0.68402	0.693147	0.678251	0.693147	0.693147
FOXC2	0.693147	0.632517	0.625908	0.625741	0.573431	0.675545	0.638175	0.577624	0.607499	0.640252	0.571022	0.474219	0.629918	0.571343	0.584963	0.649309	0.68884	0.678431	0.626259	0.640693	0.641525	0.614051	0.677238	0.627184	0.553638	0.656576	0.608741	0.606583	0.681536
