cancer	group	group_size	tf	rank	category	cacts_score	group_expr_log2tpm
UCEC	UCEC.MSI	124	ETS2	10	non_specific	0.376552	11.51
UCEC	UCEC.MSI	124	ZBED1	11	non_specific	0.376583	11.19
UCEC	UCEC.MSI	124	MBD3	12	non_specific	0.377204	11.59
UCEC	UCEC.MSI	124	ZNF358	13	non_specific	0.377439	11.29
UCEC	UCEC.MSI	124	EGR1	14	non_specific	0.377536	11.49
UCEC	UCEC.MSI	124	SREBF2	15	non_specific	0.37754	11.77
UCEC	UCEC.MSI	124	SLC2A4RG	16	non_specific	0.377628	10.91
UCEC	UCEC.MSI	124	TGIF1	17	non_specific	0.37815	11.33
UCEC	UCEC.MSI	124	JUNB	18	non_specific	0.378208	11.69
UCEC	UCEC.MSI	124	XBP1	19	non_specific	0.378216	12.92
UCEC	UCEC.MSI	124	KLF5	20	non_specific	0.378274	11.22
UCEC	UCEC.POLE	79	TCF12	1	non_specific	0.37605	10.86
UCEC	UCEC.POLE	79	DNMT1	2	non_specific	0.376302	11.38
UCEC	UCEC.POLE	79	TCF3	3	non_specific	0.376418	11.77
UCEC	UCEC.POLE	79	SREBF1	4	non_specific	0.376768	12.01
UCEC	UCEC.POLE	79	SREBF2	5	non_specific	0.37693	11.8
UCEC	UCEC.POLE	79	WHSC1	6	non_specific	0.377435	11.35
UCEC	UCEC.POLE	79	TFDP1	7	non_specific	0.377804	10.98
UCEC	UCEC.POLE	79	XBP1	8	non_specific	0.377806	12.95
UCEC	UCEC.POLE	79	STAT1	9	non_specific	0.377907	12.05
UCEC	UCEC.POLE	79	SON	10	non_specific	0.3781	11.96
UCEC	UCEC.POLE	79	MBD3	11	non_specific	0.378166	11.54
UCEC	UCEC.POLE	79	HMG20B	12	non_specific	0.378243	11.32
UCEC	UCEC.POLE	79	HMGA1	13	non_specific	0.378569	12.6
UCEC	UCEC.POLE	79	KDM2A	14	non_specific	0.378756	11.79
UCEC	UCEC.POLE	79	HIF1A	15	non_specific	0.378815	12.05
UCEC	UCEC.POLE	79	ATF4	16	non_specific	0.378843	12.89
UCEC	UCEC.POLE	79	ARID1A	17	non_specific	0.378883	11.29
UCEC	UCEC.POLE	79	ESR1	18	non_specific	0.378976	11.71
UCEC	UCEC.POLE	79	GATAD2A	19	non_specific	0.378981	11.19
UCEC	UCEC.POLE	79	EGR1	20	non_specific	0.379336	11.39
UCS	UCS.1	17	MYOG	1	specific	0.061312	12.59
UCS	UCS.1	17	MSC	2	non_specific	0.149266	11.75
UCS	UCS.1	17	HIF3A	3	non_specific	0.184793	11.87
UCS	UCS.1	17	NCOA1	4	non_specific	0.198436	11.47
UCS	UCS.1	17	SMAD3	5	non_specific	0.204622	11.03
UCS	UCS.1	17	AHDC1	6	non_specific	0.205934	10.98
UCS	UCS.1	17	SREBF2	7	non_specific	0.206774	11.63
UCS	UCS.1	17	TCF4	8	non_specific	0.207009	11.26
UCS	UCS.1	17	RARA	9	non_specific	0.207081	11.33
UCS	UCS.1	17	HMGA2	10	non_specific	0.207374	11.18
UCS	UCS.1	17	TCF7L1	11	non_specific	0.207927	11.43
UCS	UCS.1	17	ATF5	12	non_specific	0.208044	11.26
UCS	UCS.1	17	GTF3A	13	non_specific	0.20806	11.68
UCS	UCS.1	17	CEBPG	14	non_specific	0.208141	11.2
UCS	UCS.1	17	TCF12	15	non_specific	0.208439	11.22
UCS	UCS.1	17	GLIS2	16	non_specific	0.208798	11.03
UCS	UCS.1	17	GATAD2A	17	non_specific	0.209284	11.79
UCS	UCS.1	17	TCF3	18	non_specific	0.209328	12.19
UCS	UCS.1	17	CEBPZ	19	non_specific	0.209553	11.0
UCS	UCS.1	17	CBX2	20	non_specific	0.209617	10.96
UCS	UCS.2	40	STAT6	1	non_specific	0.190755	10.92
UCS	UCS.2	40	ID1	2	non_specific	0.199223	11.08
UCS	UCS.2	40	ID2	3	non_specific	0.199623	10.87
UCS	UCS.2	40	FOS	4	non_specific	0.204995	11.11
UCS	UCS.2	40	BHLHE40	5	non_specific	0.205176	11.29
UCS	UCS.2	40	JUNB	6	non_specific	0.206625	11.49
UCS	UCS.2	40	ID3	7	non_specific	0.206653	11.48
UCS	UCS.2	40	EGR1	8	non_specific	0.206737	11.68
UCS	UCS.2	40	STAT1	9	non_specific	0.208044	12.07
UCS	UCS.2	40	ATF6B	10	non_specific	0.209363	11.23
UCS	UCS.2	40	HIF1A	11	non_specific	0.209626	11.27
UCS	UCS.2	40	STAT3	12	non_specific	0.20966	11.79
UCS	UCS.2	40	HMGN3	13	non_specific	0.209842	11.33
UCS	UCS.2	40	TP53	14	non_specific	0.209857	10.92
UCS	UCS.2	40	IRF3	15	non_specific	0.209874	10.88
UCS	UCS.2	40	PATZ1	16	non_specific	0.210052	10.95
UCS	UCS.2	40	STAT2	17	non_specific	0.210124	11.03
UCS	UCS.2	40	ERF	18	non_specific	0.210131	11.2
UCS	UCS.2	40	ZNF664	19	non_specific	0.210245	11.68
UCS	UCS.2	40	SOX4	20	non_specific	0.210514	12.5
