cancer	group	group_size	tf	rank	category	cacts_score	group_expr_log2tpm
GBM	GBM_LGG.LGm6-GBM	12	POGK	16	non_specific	0.31732	10.67
GBM	GBM_LGG.LGm6-GBM	12	NFE2L1	17	non_specific	0.317395	12.4
GBM	GBM_LGG.LGm6-GBM	12	BCLAF1	18	non_specific	0.317474	11.28
GBM	GBM_LGG.LGm6-GBM	12	TFE3	19	non_specific	0.317502	11.16
GBM	GBM_LGG.LGm6-GBM	12	SRCAP	20	non_specific	0.317685	11.19
GBM	GBM_LGG.Mesenchymal-like	53	LTF	1	specific	0.29508	11.63
GBM	GBM_LGG.Mesenchymal-like	53	AEBP1	2	non_specific	0.308248	13.34
GBM	GBM_LGG.Mesenchymal-like	53	SOX2	3	non_specific	0.309075	12.54
GBM	GBM_LGG.Mesenchymal-like	53	SALL1	4	non_specific	0.310947	10.89
GBM	GBM_LGG.Mesenchymal-like	53	SOX8	5	non_specific	0.311433	11.2
GBM	GBM_LGG.Mesenchymal-like	53	BHLHE40	6	non_specific	0.312193	11.02
GBM	GBM_LGG.Mesenchymal-like	53	THRA	7	non_specific	0.312591	11.96
GBM	GBM_LGG.Mesenchymal-like	53	HOPX	8	non_specific	0.313366	11.67
GBM	GBM_LGG.Mesenchymal-like	53	OLIG1	9	non_specific	0.313469	11.51
GBM	GBM_LGG.Mesenchymal-like	53	ZSCAN18	10	non_specific	0.313719	11.09
GBM	GBM_LGG.Mesenchymal-like	53	ID2	11	non_specific	0.31393	12.04
GBM	GBM_LGG.Mesenchymal-like	53	ID3	12	non_specific	0.314128	12.41
GBM	GBM_LGG.Mesenchymal-like	53	PURB	13	non_specific	0.314904	11.05
GBM	GBM_LGG.Mesenchymal-like	53	PRRX1	14	non_specific	0.314914	10.88
GBM	GBM_LGG.Mesenchymal-like	53	TSC22D4	15	non_specific	0.31509	12.34
GBM	GBM_LGG.Mesenchymal-like	53	STAT1	16	non_specific	0.315235	11.97
GBM	GBM_LGG.Mesenchymal-like	53	EGR1	17	non_specific	0.315238	12.26
GBM	GBM_LGG.Mesenchymal-like	53	DRAP1	18	non_specific	0.3153	11.0
GBM	GBM_LGG.Mesenchymal-like	53	CUX1	19	non_specific	0.315451	10.89
GBM	GBM_LGG.Mesenchymal-like	53	FOS	20	non_specific	0.315581	12.03
HNSC	HNSC.Atypical	67	SOX2	1	non_specific	0.349162	11.11
HNSC	HNSC.Atypical	67	ELF3	2	non_specific	0.353742	12.6
HNSC	HNSC.Atypical	67	EHF	3	non_specific	0.359689	12.04
HNSC	HNSC.Atypical	67	PITX1	4	non_specific	0.362469	12.39
HNSC	HNSC.Atypical	67	KLF4	5	non_specific	0.371187	11.8
HNSC	HNSC.Atypical	67	SREBF1	6	non_specific	0.372024	12.32
HNSC	HNSC.Atypical	67	XBP1	7	non_specific	0.372817	12.18
HNSC	HNSC.Atypical	67	SOX4	8	non_specific	0.373031	11.35
HNSC	HNSC.Atypical	67	ZNF395	9	non_specific	0.374357	11.13
HNSC	HNSC.Atypical	67	WHSC1	10	non_specific	0.37444	11.24
HNSC	HNSC.Atypical	67	ARID1A	11	non_specific	0.37476	11.83
HNSC	HNSC.Atypical	67	SP1	12	non_specific	0.374844	11.83
HNSC	HNSC.Atypical	67	KLF3	13	non_specific	0.374989	11.63
HNSC	HNSC.Atypical	67	SREBF2	14	non_specific	0.37547	12.78
HNSC	HNSC.Atypical	67	DNMT1	15	non_specific	0.375479	11.64
HNSC	HNSC.Atypical	67	STAT3	16	non_specific	0.3756	13.13
HNSC	HNSC.Atypical	67	NFE2L2	17	non_specific	0.375618	12.75
HNSC	HNSC.Atypical	67	KLF5	18	non_specific	0.375793	13.04
HNSC	HNSC.Atypical	67	GTF2I	19	non_specific	0.375851	11.54
HNSC	HNSC.Atypical	67	BHLHE40	20	non_specific	0.376122	13.08
HNSC	HNSC.Basal	87	FOSL1	1	specific	0.362074	11.44
HNSC	HNSC.Basal	87	HES2	2	specific	0.365105	11.11
HNSC	HNSC.Basal	87	MAFB	3	specific	0.365529	11.75
HNSC	HNSC.Basal	87	BNC1	4	specific	0.366256	12.02
HNSC	HNSC.Basal	87	TFAP2A	5	specific	0.367501	11.39
HNSC	HNSC.Basal	87	PPARD	6	specific	0.368215	11.9
HNSC	HNSC.Basal	87	MXD1	7	specific	0.36848	11.65
HNSC	HNSC.Basal	87	MAF	8	specific	0.371566	11.28
HNSC	HNSC.Basal	87	DRAP1	9	specific	0.371753	11.49
HNSC	HNSC.Basal	87	KLF6	10	specific	0.372476	12.27
HNSC	HNSC.Basal	87	ID1	11	non_specific	0.373186	11.28
HNSC	HNSC.Basal	87	KLF10	12	non_specific	0.373405	11.81
HNSC	HNSC.Basal	87	SP100	13	non_specific	0.373481	11.12
HNSC	HNSC.Basal	87	RCOR1	14	non_specific	0.373955	11.24
HNSC	HNSC.Basal	87	ETS2	15	non_specific	0.374138	12.84
HNSC	HNSC.Basal	87	FOS	16	non_specific	0.374766	12.84
HNSC	HNSC.Basal	87	JUN	17	non_specific	0.37488	12.83
HNSC	HNSC.Basal	87	ZNF385A	18	non_specific	0.375106	11.95
HNSC	HNSC.Basal	87	PA2G4	19	non_specific	0.375799	12.13
HNSC	HNSC.Basal	87	KDM5B	20	non_specific	0.375803	11.91
HNSC	HNSC.Classical	48	SOX2	1	non_specific	0.347739	11.18
HNSC	HNSC.Classical	48	ELF3	2	non_specific	0.367244	11.82
HNSC	HNSC.Classical	48	NFE2L2	3	non_specific	0.372703	12.93
HNSC	HNSC.Classical	48	HMGA1	4	non_specific	0.374203	13.08
HNSC	HNSC.Classical	48	SMAD3	5	non_specific	0.374997	11.69
HNSC	HNSC.Classical	48	ZNF664	6	non_specific	0.375443	11.35
HNSC	HNSC.Classical	48	TP63	7	non_specific	0.375475	13.89
HNSC	HNSC.Classical	48	TCF3	8	non_specific	0.3757	11.31
HNSC	HNSC.Classical	48	SOX4	9	non_specific	0.375953	11.19
HNSC	HNSC.Classical	48	AHR	10	non_specific	0.375954	11.96
HNSC	HNSC.Classical	48	NME2	11	non_specific	0.376124	13.18
HNSC	HNSC.Classical	48	SREBF1	12	non_specific	0.376127	12.08
HNSC	HNSC.Classical	48	FOXM1	13	non_specific	0.376325	11.34
HNSC	HNSC.Classical	48	KCMF1	14	non_specific	0.376346	11.0
HNSC	HNSC.Classical	48	KLF5	15	non_specific	0.376475	12.99
HNSC	HNSC.Classical	48	IRF6	16	non_specific	0.376622	12.24
HNSC	HNSC.Classical	48	SP3	17	non_specific	0.376748	11.27
HNSC	HNSC.Classical	48	CUX1	18	non_specific	0.376813	11.41
HNSC	HNSC.Classical	48	ATF4	19	non_specific	0.37706	12.55
HNSC	HNSC.Classical	48	FOXK1	20	non_specific	0.377261	11.31
HNSC	HNSC.Mesenchymal	73	PRRX1	1	non_specific	0.357565	11.42
HNSC	HNSC.Mesenchymal	73	AEBP1	2	non_specific	0.360124	13.81
HNSC	HNSC.Mesenchymal	73	ETS1	3	non_specific	0.367902	11.79
HNSC	HNSC.Mesenchymal	73	TCF4	4	non_specific	0.368599	11.05
HNSC	HNSC.Mesenchymal	73	IRF1	5	non_specific	0.371475	11.22
HNSC	HNSC.Mesenchymal	73	STAT1	6	non_specific	0.37217	13.75
HNSC	HNSC.Mesenchymal	73	SP100	7	non_specific	0.372355	11.18
HNSC	HNSC.Mesenchymal	73	STAT2	8	non_specific	0.373541	11.78
HNSC	HNSC.Mesenchymal	73	SNAI2	9	non_specific	0.373572	10.99
HNSC	HNSC.Mesenchymal	73	KLF10	10	non_specific	0.374067	11.77
HNSC	HNSC.Mesenchymal	73	RUNX1	11	non_specific	0.374461	11.48
HNSC	HNSC.Mesenchymal	73	MAFB	12	non_specific	0.375187	11.21
HNSC	HNSC.Mesenchymal	73	PLSCR1	13	non_specific	0.376827	11.04
HNSC	HNSC.Mesenchymal	73	AHR	14	non_specific	0.376997	11.9
HNSC	HNSC.Mesenchymal	73	KLF6	15	non_specific	0.377005	12.0
HNSC	HNSC.Mesenchymal	73	TSC22D1	16	non_specific	0.377539	11.83
HNSC	HNSC.Mesenchymal	73	EPAS1	17	non_specific	0.3776	12.59
HNSC	HNSC.Mesenchymal	73	SKI	18	non_specific	0.377759	11.08
HNSC	HNSC.Mesenchymal	73	NFE2L1	19	non_specific	0.378378	13.64
HNSC	HNSC.Mesenchymal	73	JUN	20	non_specific	0.378424	12.61
KICH	KICH.Eosin.0	46	FOXI1	1	non_specific	0.186157	13.7
KICH	KICH.Eosin.0	46	DMRT2	2	non_specific	0.187237	12.7
KICH	KICH.Eosin.0	46	GATA2	3	non_specific	0.193567	11.27
KICH	KICH.Eosin.0	46	VDR	4	non_specific	0.194256	11.57
KICH	KICH.Eosin.0	46	PLAGL2	5	non_specific	0.198663	11.05
KICH	KICH.Eosin.0	46	ZNF219	6	non_specific	0.200601	11.14
KICH	KICH.Eosin.0	46	ZBTB47	7	non_specific	0.203233	11.11
KICH	KICH.Eosin.0	46	NR4A1	8	non_specific	0.205114	12.86
KICH	KICH.Eosin.0	46	TEF	9	non_specific	0.206072	11.26
KICH	KICH.Eosin.0	46	FOXP1	10	non_specific	0.207007	11.1
KICH	KICH.Eosin.0	46	NFAT5	11	non_specific	0.207826	12.03
KICH	KICH.Eosin.0	46	CXXC5	12	non_specific	0.207967	11.06
KICH	KICH.Eosin.0	46	SMAD3	13	non_specific	0.209253	11.49
KICH	KICH.Eosin.0	46	ESRRA	14	non_specific	0.209756	12.75
KICH	KICH.Eosin.0	46	MXD4	15	non_specific	0.209764	11.44
KICH	KICH.Eosin.0	46	SRCAP	16	non_specific	0.209778	12.37
KICH	KICH.Eosin.0	46	TSC22D4	17	non_specific	0.209866	11.52
KICH	KICH.Eosin.0	46	NR3C2	18	non_specific	0.209879	11.33
KICH	KICH.Eosin.0	46	TFCP2L1	19	non_specific	0.20996	13.76
KICH	KICH.Eosin.0	46	JUN	20	non_specific	0.209985	11.55
KICH	KICH.Eosin.1	19	DDIT3	1	non_specific	0.210439	11.72
KICH	KICH.Eosin.1	19	YBX1	2	non_specific	0.210588	12.04
KICH	KICH.Eosin.1	19	NME2	3	non_specific	0.210687	12.77
KICH	KICH.Eosin.1	19	CREB3L2	4	non_specific	0.211088	11.23
KICH	KICH.Eosin.1	19	CHCHD3	5	non_specific	0.212016	10.93
KICH	KICH.Eosin.1	19	STAT5B	6	non_specific	0.212269	11.02
KICH	KICH.Eosin.1	19	GTF2I	7	non_specific	0.212504	11.35
KICH	KICH.Eosin.1	19	STAT3	8	non_specific	0.212837	11.35
KICH	KICH.Eosin.1	19	PPARA	9	non_specific	0.213059	10.99
KICH	KICH.Eosin.1	19	ARNT2	10	non_specific	0.213139	11.66
KICH	KICH.Eosin.1	19	NFE2L2	11	non_specific	0.21328	11.82
KICH	KICH.Eosin.1	19	EGR1	12	non_specific	0.213338	10.89
KICH	KICH.Eosin.1	19	RERE	13	non_specific	0.214211	11.43
KICH	KICH.Eosin.1	19	MECOM	14	non_specific	0.214333	11.63
KICH	KICH.Eosin.1	19	GPBP1L1	15	non_specific	0.214333	11.04
KICH	KICH.Eosin.1	19	CGGBP1	16	non_specific	0.214608	11.07
KICH	KICH.Eosin.1	19	ATF4	17	non_specific	0.214655	12.86
KICH	KICH.Eosin.1	19	SMAD2	18	non_specific	0.214755	10.91
KICH	KICH.Eosin.1	19	NFE2L1	19	non_specific	0.214787	13.95
KICH	KICH.Eosin.1	19	PHF1	20	non_specific	0.214915	10.9
KIRC	KIRC.1	144	NR4A1	1	non_specific	0.369222	11.68
KIRC	KIRC.1	144	KLF10	2	non_specific	0.371182	11.89
KIRC	KIRC.1	144	KLF9	3	non_specific	0.371887	11.91
KIRC	KIRC.1	144	ASH1L	4	non_specific	0.37201	11.07
KIRC	KIRC.1	144	KLF6	5	non_specific	0.372843	13.36
KIRC	KIRC.1	144	TCF4	6	non_specific	0.373139	11.51
KIRC	KIRC.1	144	GTF2I	7	non_specific	0.373356	11.51
KIRC	KIRC.1	144	ARID5B	8	non_specific	0.373534	11.4
KIRC	KIRC.1	144	EPAS1	9	non_specific	0.373726	14.38
KIRC	KIRC.1	144	ETS1	10	non_specific	0.373786	13.03
KIRC	KIRC.1	144	TEAD1	11	non_specific	0.373985	11.3
KIRC	KIRC.1	144	SPEN	12	non_specific	0.374158	11.1
KIRC	KIRC.1	144	ZNF24	13	non_specific	0.374182	11.14
KIRC	KIRC.1	144	ZFP91	14	non_specific	0.374268	11.28
KIRC	KIRC.1	144	FOXN3	15	non_specific	0.37444	11.2
KIRC	KIRC.1	144	EGR1	16	non_specific	0.375187	12.74
KIRC	KIRC.1	144	KLF13	17	non_specific	0.375255	11.49
KIRC	KIRC.1	144	FOXO3	18	non_specific	0.375363	11.03
KIRC	KIRC.1	144	ZNF395	19	non_specific	0.375628	13.45
KIRC	KIRC.1	144	MEF2A	20	non_specific	0.375652	11.47
KIRC	KIRC.2	88	ZNF83	1	non_specific	0.364441	11.38
KIRC	KIRC.2	88	HMGN3	2	non_specific	0.373395	11.47
KIRC	KIRC.2	88	SLC2A4RG	3	non_specific	0.373476	10.99
KIRC	KIRC.2	88	NR4A1	4	non_specific	0.373734	11.43
KIRC	KIRC.2	88	PAX8	5	non_specific	0.373775	11.46
KIRC	KIRC.2	88	STAT2	6	non_specific	0.374833	11.42
KIRC	KIRC.2	88	JUND	7	non_specific	0.375147	11.34
KIRC	KIRC.2	88	NFAT5	8	non_specific	0.375474	11.1
KIRC	KIRC.2	88	SPEN	9	non_specific	0.375822	11.01
KIRC	KIRC.2	88	ATF4	10	non_specific	0.376187	12.63
KIRC	KIRC.2	88	ID3	11	non_specific	0.376638	11.18
KIRC	KIRC.2	88	MAZ	12	non_specific	0.376818	11.85
KIRC	KIRC.2	88	SRCAP	13	non_specific	0.377217	11.63
KIRC	KIRC.2	88	MXD4	14	non_specific	0.37738	11.2
KIRC	KIRC.2	88	BAZ2A	15	non_specific	0.377496	11.61
KIRC	KIRC.2	88	SKI	16	non_specific	0.377498	11.27
KIRC	KIRC.2	88	KDM2A	17	non_specific	0.377589	11.52
KIRC	KIRC.2	88	BHLHE40	18	non_specific	0.377604	12.89
KIRC	KIRC.2	88	CEBPD	19	non_specific	0.377656	11.08
KIRC	KIRC.2	88	USF2	20	non_specific	0.377734	11.23
KIRC	KIRC.3	89	RUNX1	1	non_specific	0.363844	11.24
KIRC	KIRC.3	89	AEBP1	2	non_specific	0.366303	13.6
KIRC	KIRC.3	89	HIF1A	3	non_specific	0.371786	12.08
KIRC	KIRC.3	89	ZEB2	4	non_specific	0.373384	11.36
KIRC	KIRC.3	89	ZBTB38	5	non_specific	0.373774	11.73
KIRC	KIRC.3	89	EGR1	6	non_specific	0.374725	12.77
KIRC	KIRC.3	89	HEYL	7	non_specific	0.374774	11.03
KIRC	KIRC.3	89	MYC	8	non_specific	0.37502	11.21
KIRC	KIRC.3	89	FOS	9	non_specific	0.37513	12.65
KIRC	KIRC.3	89	TCF4	10	non_specific	0.375155	11.4
KIRC	KIRC.3	89	JUNB	11	non_specific	0.375486	12.12
KIRC	KIRC.3	89	FOSL2	12	non_specific	0.375845	11.69
KIRC	KIRC.3	89	NR3C1	13	non_specific	0.375861	11.91
KIRC	KIRC.3	89	STAT1	14	non_specific	0.375994	12.75
KIRC	KIRC.3	89	MEF2C	15	non_specific	0.376714	11.09
KIRC	KIRC.3	89	AHR	16	non_specific	0.376849	11.21
KIRC	KIRC.3	89	STAT3	17	non_specific	0.376957	12.51
KIRC	KIRC.3	89	CREB3L2	18	non_specific	0.376988	11.63
KIRC	KIRC.3	89	NR2F2	19	non_specific	0.377054	11.5
KIRC	KIRC.3	89	YBX1	20	non_specific	0.377094	12.92
KIRC	KIRC.4	85	ELF3	1	non_specific	0.370777	10.93
KIRC	KIRC.4	85	GTF3A	2	non_specific	0.371712	11.54
KIRC	KIRC.4	85	NME2	3	non_specific	0.372466	12.96
KIRC	KIRC.4	85	SLC2A4RG	4	non_specific	0.372971	11.02
KIRC	KIRC.4	85	HNF1B	5	non_specific	0.374024	11.59
KIRC	KIRC.4	85	HMGN3	6	non_specific	0.375129	11.37
KIRC	KIRC.4	85	PAX8	7	non_specific	0.375393	11.37
KIRC	KIRC.4	85	NR1H2	8	non_specific	0.375531	11.09
KIRC	KIRC.4	85	RBCK1	9	non_specific	0.375842	11.52
KIRC	KIRC.4	85	USF2	10	non_specific	0.376851	11.28
KIRC	KIRC.4	85	MAZ	11	non_specific	0.377197	11.82
KIRC	KIRC.4	85	CUX1	12	non_specific	0.377304	11.07
KIRC	KIRC.4	85	PA2G4	13	non_specific	0.377493	11.65
KIRC	KIRC.4	85	CEBPD	14	non_specific	0.377651	11.08
KIRC	KIRC.4	85	IRF1	15	non_specific	0.37774	10.89
KIRC	KIRC.4	85	YBX1	16	non_specific	0.377965	12.86
KIRC	KIRC.4	85	CENPB	17	non_specific	0.378234	11.12
KIRC	KIRC.4	85	FOXJ3	18	non_specific	0.378252	11.8
KIRC	KIRC.4	85	MXD4	19	non_specific	0.378751	11.13
KIRC	KIRC.4	85	ID2	20	non_specific	0.378847	11.65
KIRP	KIRP.C1	95	IRX3	1	specific	0.281075	10.91
KIRP	KIRP.C1	95	FOXC1	2	non_specific	0.292657	10.89
KIRP	KIRP.C1	95	AHR	3	non_specific	0.294011	11.75
KIRP	KIRP.C1	95	PAX2	4	non_specific	0.294886	11.24
KIRP	KIRP.C1	95	CREB5	5	non_specific	0.297304	11.34
KIRP	KIRP.C1	95	SOX9	6	non_specific	0.3002	11.81
KIRP	KIRP.C1	95	MITF	7	non_specific	0.304454	11.11
KIRP	KIRP.C1	95	NFAT5	8	non_specific	0.304946	11.74
KIRP	KIRP.C1	95	ELF3	9	non_specific	0.305498	13.2
KIRP	KIRP.C1	95	SOX4	10	non_specific	0.306199	12.19
KIRP	KIRP.C1	95	SGSM2	11	non_specific	0.306434	11.09
KIRP	KIRP.C1	95	ID2	12	non_specific	0.307719	11.45
KIRP	KIRP.C1	95	HNF1B	13	non_specific	0.309227	13.01
KIRP	KIRP.C1	95	CUX1	14	non_specific	0.309251	12.26
KIRP	KIRP.C1	95	CREB3L2	15	non_specific	0.309291	11.4
KIRP	KIRP.C1	95	PURB	16	non_specific	0.309655	10.88
KIRP	KIRP.C1	95	GTF2I	17	non_specific	0.309976	11.38
KIRP	KIRP.C1	95	AEBP1	18	non_specific	0.310349	11.52
KIRP	KIRP.C1	95	ZBTB4	19	non_specific	0.310665	11.92
KIRP	KIRP.C1	95	NFIB	20	non_specific	0.310821	11.39
KIRP	KIRP.C2a	35	FOS	1	non_specific	0.298497	11.42
KIRP	KIRP.C2a	35	JUNB	2	non_specific	0.306162	11.37
KIRP	KIRP.C2a	35	XBP1	3	non_specific	0.309478	11.02
KIRP	KIRP.C2a	35	ESRRA	4	non_specific	0.310719	11.32
KIRP	KIRP.C2a	35	EGR1	5	non_specific	0.31111	11.63
KIRP	KIRP.C2a	35	MAF	6	non_specific	0.312157	11.13
KIRP	KIRP.C2a	35	ATF4	7	non_specific	0.31226	12.2
KIRP	KIRP.C2a	35	EPAS1	8	non_specific	0.312308	11.58
KIRP	KIRP.C2a	35	ZNF358	9	non_specific	0.312424	10.97
KIRP	KIRP.C2a	35	MBD3	10	non_specific	0.312666	11.33
KIRP	KIRP.C2a	35	SREBF2	11	non_specific	0.31289	11.11
KIRP	KIRP.C2a	35	USF2	12	non_specific	0.31362	11.31
KIRP	KIRP.C2a	35	MXD4	13	non_specific	0.313707	11.37
KIRP	KIRP.C2a	35	BHLHE40	14	non_specific	0.314533	12.38
KIRP	KIRP.C2a	35	JUND	15	non_specific	0.314734	11.74
KIRP	KIRP.C2a	35	ZHX3	16	non_specific	0.314741	10.89
KIRP	KIRP.C2a	35	SREBF1	17	non_specific	0.314765	11.4
KIRP	KIRP.C2a	35	TFE3	18	non_specific	0.314989	10.85
KIRP	KIRP.C2a	35	ATF6B	19	non_specific	0.315078	10.68
KIRP	KIRP.C2a	35	GTF3A	20	non_specific	0.315139	11.31
KIRP	KIRP.C2b	22	MYC	1	non_specific	0.299823	11.31
KIRP	KIRP.C2b	22	NR3C1	2	non_specific	0.310697	10.69
KIRP	KIRP.C2b	22	PCGF2	3	non_specific	0.311204	10.8
KIRP	KIRP.C2b	22	POGK	4	non_specific	0.311735	10.74
KIRP	KIRP.C2b	22	HMGA1	5	non_specific	0.311846	10.88
KIRP	KIRP.C2b	22	BPTF	6	non_specific	0.31215	10.75
KIRP	KIRP.C2b	22	MAF	7	non_specific	0.312258	11.12
KIRP	KIRP.C2b	22	NFE2L2	8	non_specific	0.312554	11.97
KIRP	KIRP.C2b	22	HIF1A	9	non_specific	0.31296	12.43
KIRP	KIRP.C2b	22	ZNF207	10	non_specific	0.31328	11.47
KIRP	KIRP.C2b	22	RBCK1	11	non_specific	0.313505	11.58
KIRP	KIRP.C2b	22	GLYR1	12	non_specific	0.313712	11.63
KIRP	KIRP.C2b	22	NME2	13	non_specific	0.313735	13.62
KIRP	KIRP.C2b	22	STAT1	14	non_specific	0.313834	12.55
KIRP	KIRP.C2b	22	MAZ	15	non_specific	0.313886	12.11
KIRP	KIRP.C2b	22	PA2G4	16	non_specific	0.313979	11.78
KIRP	KIRP.C2b	22	NR2F2	17	non_specific	0.31431	11.71
KIRP	KIRP.C2b	22	SMAD3	18	non_specific	0.314366	11.0
KIRP	KIRP.C2b	22	BCLAF1	19	non_specific	0.314631	11.22
KIRP	KIRP.C2b	22	ZNF768	20	non_specific	0.314887	11.07
LAML	AML.1	14	JUND	1	non_specific	0.466624	11.74
LAML	AML.1	14	TSC22D3	2	non_specific	0.467694	13.73
LAML	AML.1	14	SPI1	3	non_specific	0.468865	11.69
LAML	AML.1	14	JUNB	4	non_specific	0.470428	12.29
LAML	AML.1	14	CIC	5	non_specific	0.471536	11.39
LAML	AML.1	14	SGSM2	6	non_specific	0.471709	11.39
LAML	AML.1	14	STAT6	7	non_specific	0.472115	12.99
LAML	AML.1	14	ETS2	8	non_specific	0.472133	11.81
LAML	AML.1	14	CEBPA	9	non_specific	0.472301	11.46
LAML	AML.1	14	MAFG	10	non_specific	0.472354	12.05
LAML	AML.1	14	SREBF2	11	non_specific	0.472519	12.01
LAML	AML.1	14	NME2	12	non_specific	0.472576	12.46
LAML	AML.1	14	ELF4	13	non_specific	0.472727	11.47
LAML	AML.1	14	DOT1L	14	non_specific	0.473208	11.58
LAML	AML.1	14	HMGA1	15	non_specific	0.473224	11.93
LAML	AML.1	14	MEF2D	16	non_specific	0.473251	12.11
LAML	AML.1	14	FOSL2	17	non_specific	0.473263	11.94
LAML	AML.1	14	ATF4	18	non_specific	0.473404	13.22
LAML	AML.1	14	KLF13	19	non_specific	0.473463	12.39
LAML	AML.1	14	KLF6	20	non_specific	0.474867	13.42
LAML	AML.2	20	TFDP1	1	non_specific	0.471627	11.7
LAML	AML.2	20	NFE2	2	non_specific	0.471807	12.4
LAML	AML.2	20	HMGA1	3	non_specific	0.472152	12.02
LAML	AML.2	20	STAT5A	4	non_specific	0.473201	12.47
LAML	AML.2	20	UBTF	5	non_specific	0.473976	11.96
LAML	AML.2	20	STAT1	6	non_specific	0.473981	11.63
LAML	AML.2	20	JUNB	7	non_specific	0.474593	11.96
LAML	AML.2	20	STAT5B	8	non_specific	0.47469	12.26
LAML	AML.2	20	ETS2	9	non_specific	0.474905	11.6
LAML	AML.2	20	DNMT1	10	non_specific	0.475107	12.07
LAML	AML.2	20	SOX4	11	non_specific	0.47542	11.65
LAML	AML.2	20	MYC	12	non_specific	0.475518	11.58
LAML	AML.2	20	WHSC1	13	non_specific	0.475857	12.13
LAML	AML.2	20	MLXIP	14	non_specific	0.4761	11.67
LAML	AML.2	20	RERE	15	non_specific	0.476165	11.46
LAML	AML.2	20	ARID1B	16	non_specific	0.476243	12.0
LAML	AML.2	20	KDM5B	17	non_specific	0.476264	11.93
LAML	AML.2	20	PA2G4	18	non_specific	0.476424	12.28
LAML	AML.2	20	MAZ	19	non_specific	0.476531	12.5
LAML	AML.2	20	CREBZF	20	non_specific	0.476626	11.41
LAML	AML.3	18	GFI1	1	non_specific	0.454849	11.87
LAML	AML.3	18	KDM5B	2	non_specific	0.465411	12.82
LAML	AML.3	18	EGR1	3	non_specific	0.468128	13.39
LAML	AML.3	18	MAX	4	non_specific	0.468502	11.79
LAML	AML.3	18	RREB1	5	non_specific	0.469357	12.4
LAML	AML.3	18	CEBPA	6	non_specific	0.470012	11.64
LAML	AML.3	18	JUN	7	non_specific	0.470149	11.66
LAML	AML.3	18	XBP1	8	non_specific	0.470541	13.41
LAML	AML.3	18	RUNX2	9	non_specific	0.47099	11.57
LAML	AML.3	18	ZNF117	10	non_specific	0.471088	11.48
LAML	AML.3	18	MXD1	11	non_specific	0.471107	11.5
LAML	AML.3	18	MYB	12	non_specific	0.471743	13.1
LAML	AML.3	18	MGA	13	non_specific	0.472053	11.86
LAML	AML.3	18	NFAT5	14	non_specific	0.472294	11.9
LAML	AML.3	18	ATF4	15	non_specific	0.472576	13.29
LAML	AML.3	18	FOSB	16	non_specific	0.473127	13.94
LAML	AML.3	18	ZNF609	17	non_specific	0.473285	12.11
LAML	AML.3	18	ASH1L	18	non_specific	0.474025	12.05
LAML	AML.3	18	ZNF292	19	non_specific	0.4741	11.71
LAML	AML.3	18	ETV6	20	non_specific	0.474257	12.6
LAML	AML.4	35	SOX4	1	non_specific	0.466316	12.36
LAML	AML.4	35	PLAGL1	2	non_specific	0.469387	11.53
LAML	AML.4	35	ZNF146	3	non_specific	0.470436	11.46
LAML	AML.4	35	ZNF117	4	non_specific	0.470932	11.49
LAML	AML.4	35	MYC	5	non_specific	0.471097	11.93
LAML	AML.4	35	ZBTB44	6	non_specific	0.47182	12.05
LAML	AML.4	35	RUNX1	7	non_specific	0.471944	13.53
LAML	AML.4	35	KDM5B	8	non_specific	0.472118	12.27
LAML	AML.4	35	ZNF292	9	non_specific	0.472297	11.85
LAML	AML.4	35	ARID1B	10	non_specific	0.47233	12.32
LAML	AML.4	35	FOXP1	11	non_specific	0.472709	11.81
LAML	AML.4	35	MGA	12	non_specific	0.472818	11.8
LAML	AML.4	35	ETV6	13	non_specific	0.473168	12.7
LAML	AML.4	35	GTF2I	14	non_specific	0.473343	11.49
LAML	AML.4	35	MYB	15	non_specific	0.473542	12.94
LAML	AML.4	35	NFE2	16	non_specific	0.473547	12.26
LAML	AML.4	35	NFAT5	17	non_specific	0.473565	11.8
LAML	AML.4	35	CGGBP1	18	non_specific	0.4739	11.91
LAML	AML.4	35	CREBZF	19	non_specific	0.47401	11.61
LAML	AML.4	35	BPTF	20	non_specific	0.474136	12.49
LAML	AML.5	32	RXRA	1	non_specific	0.46325	11.52
LAML	AML.5	32	AHR	2	non_specific	0.463827	11.75
LAML	AML.5	32	BACH1	3	non_specific	0.468268	11.51
LAML	AML.5	32	FOS	4	non_specific	0.468442	15.18
LAML	AML.5	32	SPI1	5	non_specific	0.46855	11.72
LAML	AML.5	32	TET2	6	non_specific	0.468913	11.84
LAML	AML.5	32	MXD1	7	non_specific	0.469212	11.64
LAML	AML.5	32	JUNB	8	non_specific	0.469249	12.38
LAML	AML.5	32	TFEC	9	non_specific	0.470153	11.81
LAML	AML.5	32	ZEB2	10	non_specific	0.470794	13.0
LAML	AML.5	32	NCOA3	11	non_specific	0.471119	11.52
LAML	AML.5	32	FOSL2	12	non_specific	0.471455	12.09
LAML	AML.5	32	STAT2	13	non_specific	0.472052	12.19
LAML	AML.5	32	TET3	14	non_specific	0.472208	11.66
LAML	AML.5	32	STAT6	15	non_specific	0.472799	12.93
LAML	AML.5	32	EGR1	16	non_specific	0.472816	12.99
LAML	AML.5	32	HIF1A	17	non_specific	0.47283	11.61
